"country","year","xVXa","xSES","xRISK","xHIV","xTB","xtype","xcause","yVXa","ySES","yRISK","yHIV","yTB","ytype","ycause","fn","age_from","age_thru","value","lo","hi","err","name","type"
"ZMB",2021.5,"all","all","all","all","aTB","stock",NA,"all","all","all","all","aTB,sTB","stock",NA,"x/y",15,99,0.504,0.361,0.797,0.218,"TB_subclinpr_15_99","ratio"
"ZMB",2023.5,"all","all","all","all","sTBcount","count",NA,"all","all","all","all","all","stock",NA,"1e5*x/y",0,14,102.8,50.8,150.2,49.7,"TB_inci_0_14","inci"
"ZMB",2023.5,"all","all","all","all","sTBcount","count",NA,"all","all","all","all","all","stock",NA,"1e5*x/y",15,99,429.8,206.3,644.7,219.2,"TB_inci_15_99","inci"
"ZMB",2023.5,"all","all","all","all","sTBcount","count",NA,"all","all","all","all","all","stock",NA,"1e5*x/y",0,99,283,173,420,123.5,"TB_inci_0_99","inci"
"ZMB",2023.5,"all","all","all","all","sTBTcount","count",NA,"all","all","all","all","all","stock",NA,"1e5*x/y",0,14,71.8,57.44,86.16,14.36,"TB_notif_0_14","inci"
"ZMB",2023.5,"all","all","all","all","sTBTcount","count",NA,"all","all","all","all","all","stock",NA,"1e5*x/y",15,99,413.7,330.96,496.44,82.74,"TB_notif_15_99","inci"
"ZMB",2023.5,"all","all","all","all","sTBTcount","count",NA,"all","all","all","all","all","stock",NA,"1e5*x/y",0,99,262,209.6,314.4,52.4,"TB_notif_0_99","inci"
"ZMB",2023.5,"all","all","all","all","TBdead","count",NA,"all","all","all","all","all","stock",NA,"1e5*x/y",0,99,24,15,35,10,"TB_deaths_0_99","inci"
"ZMB",2021.5,"all","all","all","HIV1,ART1","all","stock",NA,"all","all","all","all","all","stock",NA,"x/y",0,99,0.064,0.064,0.069,0.0025,"HIV_prev_0_99","ratio"
"ZMB",2021.5,"all","all","all","ART1","all","stock",NA,"all","all","all","HIV1,ART1","all","stock",NA,"x/y",0,99,0.9,0.86,0.97,0.055,"HIV_artcov_0_99","ratio"
"ZMB",2023.5,"all","all","all","HIV1,ART1","sTBcount","count",NA,"all","all","all","all","all","stock",NA,"1e5*x/y",0,99,91,55,135,40,"TB_newhivinf_0_99","inci"
"ZMB",2023.5,"all","all","all","HIV1,ART1","TBdead","count",NA,"all","all","all","all","all","stock",NA,"1e5*x/y",0,99,13,7,20,6.5,"TB_morthiv_0_99","inci"
