"country","year","xVXa","xSES","xRISK","xHIV","xTB","xtype","xcause","yVXa","ySES","yRISK","yHIV","yTB","ytype","ycause","fn","age_from","age_thru","value","lo","hi","err","name","type"
"ZAF",2021.5,"all","all","all","all","aTB","stock",NA,"all","all","all","all","aTB,sTB","stock",NA,"x/y",15,99,0.504,0.361,0.797,0.218,"TB_subclinpr_15_99","ratio"
"ZAF",2023.5,"all","all","all","all","sTBcount","count",NA,"all","all","all","all","all","stock",NA,"1e5*x/y",0,14,134.3,75.9,198.6,61.35,"TB_inci_0_14","inci"
"ZAF",2023.5,"all","all","all","all","sTBcount","count",NA,"all","all","all","all","all","stock",NA,"1e5*x/y",15,99,574.2,309.2,837,263.9,"TB_inci_15_99","inci"
"ZAF",2023.5,"all","all","all","all","sTBcount","count",NA,"all","all","all","all","all","stock",NA,"1e5*x/y",0,99,427,265,626,180.5,"TB_inci_0_99","inci"
"ZAF",2023.5,"all","all","all","all","sTBTcount","count",NA,"all","all","all","all","all","stock",NA,"1e5*x/y",0,14,86.4,69.12,103.68,17.28,"TB_notif_0_14","inci"
"ZAF",2023.5,"all","all","all","all","sTBTcount","count",NA,"all","all","all","all","all","stock",NA,"1e5*x/y",15,99,458,366.4,549.6,91.6,"TB_notif_15_99","inci"
"ZAF",2023.5,"all","all","all","all","sTBTcount","count",NA,"all","all","all","all","all","stock",NA,"1e5*x/y",0,99,335,268,402,67,"TB_notif_0_99","inci"
"ZAF",2023.5,"all","all","all","all","TBdead","count",NA,"all","all","all","all","all","stock",NA,"1e5*x/y",0,99,88,48,139,45.5,"TB_deaths_0_99","inci"
"ZAF",2021.5,"all","all","all","HIV1,ART1","all","stock",NA,"all","all","all","all","all","stock",NA,"x/y",0,99,0.125,0.116,0.136,0.01,"HIV_prev_0_99","ratio"
"ZAF",2021.5,"all","all","all","ART1","all","stock",NA,"all","all","all","HIV1,ART1","all","stock",NA,"x/y",0,99,0.74,0.68,0.8,0.06,"HIV_artcov_0_99","ratio"
"ZAF",2023.5,"all","all","all","HIV1,ART1","sTBcount","count",NA,"all","all","all","all","all","stock",NA,"1e5*x/y",0,99,230,143,337,97,"TB_newhivinf_0_99","inci"
"ZAF",2023.5,"all","all","all","HIV1,ART1","TBdead","count",NA,"all","all","all","all","all","stock",NA,"1e5*x/y",0,99,49,14,104,45,"TB_morthiv_0_99","inci"
