"code","oop_poorest","oop_poorer","oop_middle","oop_richer","oop_richest"
"AFG",0.3217,0.1597,0.1239,0.1055,0.1265
"AFG",0.3175,0.1562,0.1218,0.1061,0.1168
"AFG",0.3463,0.1623,0.1346,0.1127,0.1346
"AFG",0.3517,0.1691,0.1326,0.1128,0.138
"AFG",0.3275,0.1528,0.1302,0.1065,0.1312
"AFG",0.3154,0.1604,0.1257,0.1034,0.1245
"AFG",0.3207,0.1549,0.1205,0.1013,0.1374
"AFG",0.3385,0.1563,0.131,0.1085,0.1347
"AFG",0.3284,0.157,0.1253,0.1043,0.1458
"AFG",0.325,0.1667,0.1223,0.1041,0.1249
"AFG",0.3367,0.1689,0.1271,0.1101,0.1342
"AFG",0.3439,0.1569,0.1275,0.109,0.1353
"AFG",0.3291,0.1577,0.1302,0.11,0.1252
"AFG",0.3325,0.1538,0.1288,0.1052,0.146
"AFG",0.3389,0.166,0.14,0.1127,0.1348
"AFG",0.3254,0.1661,0.1325,0.1149,0.1316
"AFG",0.3414,0.1625,0.136,0.1186,0.1346
"AFG",0.3223,0.1507,0.1281,0.1088,0.1316
"AFG",0.3312,0.1547,0.1247,0.1118,0.1245
"AFG",0.3184,0.1672,0.1285,0.1023,0.1261
"AFG",0.3417,0.168,0.1274,0.107,0.1299
"AFG",0.3285,0.1618,0.1177,0.1007,0.1219
"AFG",0.3318,0.1572,0.1324,0.1084,0.1373
"AFG",0.316,0.16,0.1229,0.099,0.1226
"AFG",0.3328,0.1572,0.1302,0.1118,0.1298
"AFG",0.3418,0.1653,0.1241,0.1081,0.1372
"AFG",0.3346,0.1595,0.1272,0.1061,0.1316
"AFG",0.3286,0.1586,0.1236,0.1003,0.1315
"AFG",0.3284,0.1584,0.1281,0.1051,0.1285
"AFG",0.3538,0.1661,0.1314,0.1088,0.1371
"AFG",0.3137,0.1468,0.1155,0.0958,0.1247
"AFG",0.3304,0.1579,0.1208,0.1032,0.1239
"AFG",0.3322,0.1521,0.1269,0.1095,0.1299
"AFG",0.3235,0.1639,0.131,0.1068,0.1316
"AFG",0.3334,0.1582,0.1265,0.1062,0.1249
"AFG",0.3409,0.1624,0.1281,0.1119,0.1362
"AFG",0.3286,0.1552,0.1261,0.1105,0.133
"AFG",0.354,0.1717,0.1343,0.1066,0.1411
"AFG",0.3492,0.162,0.1244,0.1111,0.1312
"AFG",0.3278,0.1507,0.1208,0.1068,0.1247
"AFG",0.3326,0.1682,0.1337,0.1091,0.1392
"AFG",0.3295,0.1702,0.1265,0.116,0.1462
"AFG",0.3389,0.1714,0.128,0.1121,0.1318
"AFG",0.3259,0.1618,0.1331,0.1071,0.1345
"AFG",0.3344,0.1674,0.1352,0.1158,0.124
"AFG",0.3285,0.1578,0.1167,0.1059,0.1309
"AFG",0.33,0.1606,0.126,0.1062,0.143
"AFG",0.3238,0.1626,0.1285,0.1061,0.1251
"AFG",0.3391,0.1545,0.1276,0.1074,0.1329
"AFG",0.3428,0.157,0.1331,0.111,0.1318
"AFG",0.3409,0.1605,0.1311,0.1111,0.1444
"AFG",0.3324,0.1535,0.1333,0.1136,0.132
"AFG",0.338,0.1507,0.1293,0.1094,0.1331
"AFG",0.329,0.1569,0.125,0.1033,0.1363
"AFG",0.3399,0.1746,0.1388,0.1155,0.1439
"AFG",0.331,0.1576,0.1221,0.1011,0.1262
"AFG",0.3386,0.1688,0.1283,0.105,0.1405
"AFG",0.3369,0.1622,0.1308,0.1144,0.1354
"AFG",0.336,0.1604,0.136,0.1116,0.1352
"AFG",0.3325,0.1686,0.1321,0.112,0.1316
"AFG",0.3444,0.1637,0.1275,0.1142,0.1352
"AFG",0.3264,0.1477,0.1222,0.101,0.1382
"AFG",0.3275,0.1631,0.1357,0.1162,0.1431
"AFG",0.3388,0.151,0.1331,0.1133,0.1307
"AFG",0.3387,0.1675,0.1311,0.1099,0.1334
"AFG",0.3321,0.1668,0.133,0.1217,0.1465
"AFG",0.3319,0.1544,0.1256,0.1042,0.1288
"AFG",0.3146,0.1553,0.1219,0.1029,0.1281
"AFG",0.327,0.1635,0.1289,0.1103,0.1246
"AFG",0.346,0.161,0.1312,0.115,0.1391
"AFG",0.3324,0.1734,0.1267,0.1032,0.1458
"AFG",0.346,0.1612,0.1373,0.1107,0.1425
"AGO",0.0914,0.0151,0.0113,0.0085,0.0102
"AGO",0.0917,0.0148,0.0115,0.0088,0.0115
"AGO",0.0874,0.0162,0.0128,0.0089,0.0107
"AGO",0.0869,0.0188,0.0127,0.0065,0.0131
"AGO",0.0869,0.0131,0.0129,0.0087,0.011
"AGO",0.0868,0.0167,0.0138,0.0088,0.0135
"AGO",0.0796,0.018,0.0119,0.0086,0.012
"AGO",0.0837,0.0198,0.0111,0.0096,0.0125
"AGO",0.0875,0.0176,0.0152,0.0097,0.0124
"AGO",0.0813,0.0158,0.0123,0.0071,0.0122
"AGO",0.0804,0.0145,0.0123,0.0092,0.0107
"AGO",0.08,0.0165,0.013,0.0091,0.0121
"AGO",0.0807,0.0157,0.0142,0.0083,0.0117
"AGO",0.0881,0.0157,0.0116,0.0082,0.0143
"AGO",0.0818,0.0155,0.0137,0.012,0.0105
"AGO",0.0882,0.0162,0.013,0.0107,0.0135
"AGO",0.0869,0.0158,0.0143,0.0088,0.0119
"AGO",0.0855,0.0149,0.0117,0.008,0.011
"AGO",0.0868,0.0152,0.0127,0.0088,0.0106
"AGO",0.0858,0.0188,0.013,0.0087,0.0121
"AGO",0.082,0.0172,0.013,0.0092,0.0096
"AGO",0.0811,0.0165,0.013,0.009,0.0107
"AGO",0.0849,0.0172,0.0116,0.0073,0.0084
"AGO",0.0825,0.0141,0.0117,0.0077,0.0124
"AGO",0.0872,0.0168,0.0139,0.007,0.0118
"AGO",0.0835,0.0146,0.0124,0.0087,0.0106
"AGO",0.0844,0.0182,0.0125,0.0087,0.0143
"AGO",0.0884,0.0176,0.0112,0.0082,0.0109
"AGO",0.0836,0.0145,0.0137,0.0091,0.0126
"AGO",0.0817,0.0174,0.0124,0.0082,0.0113
"AGO",0.0846,0.0164,0.0123,0.01,0.0125
"AGO",0.0803,0.0195,0.0124,0.0084,0.0108
"AGO",0.0879,0.0172,0.0132,0.01,0.0103
"AGO",0.085,0.0161,0.012,0.0079,0.0109
"AGO",0.089,0.0157,0.0133,0.0108,0.0127
"AGO",0.0763,0.0169,0.0133,0.007,0.0091
"AGO",0.0866,0.017,0.0127,0.0098,0.0125
"AGO",0.0832,0.0179,0.0109,0.0075,0.0136
"AGO",0.0841,0.0175,0.0126,0.007,0.0103
"AGO",0.0854,0.0163,0.0116,0.0077,0.012
"AGO",0.0812,0.0174,0.0107,0.0082,0.0134
"AGO",0.0816,0.0165,0.0123,0.0096,0.0127
"AGO",0.088,0.0144,0.0111,0.0098,0.0125
"AGO",0.0839,0.0168,0.014,0.0077,0.0102
"AGO",0.0814,0.017,0.0107,0.0087,0.0115
"AGO",0.0879,0.0174,0.013,0.009,0.014
"AGO",0.0825,0.0164,0.0147,0.0089,0.012
"AGO",0.085,0.0171,0.0121,0.0087,0.0131
"AGO",0.0859,0.016,0.015,0.0092,0.0131
"AGO",0.0847,0.0149,0.0127,0.008,0.0125
"AGO",0.0827,0.0166,0.0125,0.0094,0.0116
"AGO",0.0813,0.0167,0.0129,0.0077,0.0109
"AGO",0.0875,0.0156,0.0147,0.008,0.0113
"AGO",0.0879,0.0177,0.0121,0.0099,0.0101
"AGO",0.0868,0.0177,0.0131,0.0089,0.0098
"AGO",0.082,0.0183,0.0126,0.0087,0.0136
"AGO",0.0873,0.0171,0.0134,0.0089,0.0116
"AGO",0.0873,0.0193,0.0124,0.0083,0.0117
"AGO",0.0897,0.0144,0.0123,0.0087,0.0113
"AGO",0.0901,0.0146,0.0122,0.0089,0.01
"AGO",0.081,0.0151,0.0135,0.0077,0.0124
"AGO",0.0887,0.0184,0.0149,0.0088,0.0122
"AGO",0.0824,0.0178,0.014,0.008,0.0118
"AGO",0.0779,0.0174,0.0119,0.0072,0.0119
"AGO",0.0853,0.0156,0.0112,0.0105,0.0108
"AGO",0.0831,0.0169,0.0124,0.0087,0.0099
"AGO",0.0891,0.0192,0.0145,0.0083,0.0121
"AGO",0.081,0.0169,0.0115,0.0075,0.0086
"AGO",0.0873,0.0179,0.0147,0.0078,0.0123
"AGO",0.0863,0.0166,0.0136,0.0095,0.0124
"AGO",0.0888,0.0166,0.0119,0.0093,0.0123
"AGO",0.0811,0.0159,0.0116,0.009,0.0124
"AGO",0.0871,0.0167,0.013,0.0089,0.0118
"AGO",0.0882,0.0145,0.0125,0.0103,0.0115
"AGO",0.0919,0.0149,0.0133,0.0094,0.013
"AGO",0.0818,0.0167,0.0125,0.0082,0.0126
"AGO",0.0816,0.0167,0.0138,0.0089,0.0115
"AGO",0.0823,0.0178,0.0128,0.0094,0.0096
"AGO",0.0885,0.0164,0.0144,0.0087,0.0116
"AGO",0.08,0.0166,0.013,0.0082,0.0128
"AGO",0.0877,0.017,0.0122,0.009,0.0108
"AGO",0.0843,0.0151,0.0135,0.0104,0.0128
"AGO",0.082,0.0174,0.0113,0.0095,0.0102
"AGO",0.0843,0.0155,0.0135,0.0094,0.0096
"AGO",0.0848,0.0171,0.0125,0.006,0.0116
"AGO",0.0862,0.0154,0.0121,0.0095,0.01
"AGO",0.0809,0.0166,0.0107,0.0077,0.0115
"AGO",0.0879,0.0165,0.0131,0.0095,0.0126
"AGO",0.0861,0.0189,0.0141,0.0087,0.0117
"AGO",0.0901,0.0173,0.0136,0.0088,0.0117
"AGO",0.0847,0.0173,0.0129,0.0082,0.0127
"AGO",0.0879,0.0176,0.0129,0.0098,0.0104
"AGO",0.0839,0.0172,0.0118,0.0089,0.0114
"AGO",0.0835,0.0168,0.0114,0.0077,0.0119
"AGO",0.0833,0.0173,0.0121,0.0094,0.0124
"AGO",0.0813,0.0156,0.0139,0.009,0.0137
"AGO",0.0865,0.0185,0.0123,0.0086,0.013
"AGO",0.0863,0.0174,0.0125,0.0085,0.0128
"AGO",0.08,0.0171,0.0127,0.0085,0.0113
"AGO",0.0874,0.0195,0.013,0.009,0.0118
"AGO",0.0885,0.0169,0.0126,0.0094,0.012
"AGO",0.0826,0.0161,0.0129,0.0091,0.0136
"AGO",0.0848,0.0172,0.0124,0.0085,0.0098
"AGO",0.0843,0.017,0.0129,0.0097,0.011
"AGO",0.0838,0.0164,0.0118,0.0091,0.0124
"AGO",0.0863,0.0163,0.0136,0.0079,0.011
"AGO",0.0789,0.0162,0.0132,0.012,0.0128
"AGO",0.0893,0.0174,0.012,0.0073,0.0113
"AGO",0.0836,0.0192,0.015,0.0084,0.0114
"AGO",0.0889,0.0147,0.0135,0.0081,0.012
"AGO",0.0829,0.0166,0.0139,0.0091,0.0095
"AGO",0.0854,0.0173,0.0138,0.0098,0.0098
"AGO",0.0853,0.0155,0.0153,0.0097,0.0129
"AGO",0.0781,0.0165,0.014,0.009,0.011
"AGO",0.0858,0.0166,0.0123,0.0095,0.0115
"AGO",0.0843,0.0161,0.0126,0.0082,0.0115
"AGO",0.0831,0.0198,0.0127,0.01,0.0102
"AGO",0.0839,0.0155,0.0135,0.0105,0.0121
"AGO",0.0782,0.0141,0.0122,0.009,0.0121
"AGO",0.0837,0.0161,0.0118,0.0073,0.0112
"AGO",0.0869,0.0186,0.0121,0.0109,0.0143
"AGO",0.0883,0.0143,0.0144,0.0086,0.0113
"AGO",0.0861,0.019,0.0123,0.0094,0.0131
"AGO",0.0827,0.0152,0.0113,0.0096,0.0112
"AGO",0.0853,0.0171,0.0141,0.0087,0.0121
"AGO",0.0867,0.0157,0.0134,0.0086,0.0127
"AGO",0.0837,0.0149,0.013,0.0089,0.0118
"AGO",0.0877,0.0194,0.0127,0.01,0.0132
"AGO",0.0896,0.0176,0.0121,0.0106,0.0115
"AGO",0.0903,0.019,0.0122,0.0093,0.0127
"AGO",0.0898,0.0147,0.0124,0.01,0.0117
"AGO",0.0833,0.0153,0.0123,0.0079,0.0113
"AGO",0.0892,0.0176,0.0107,0.0091,0.014
"AGO",0.0781,0.0179,0.0123,0.0094,0.0128
"AGO",0.0845,0.0166,0.0135,0.0089,0.0104
"AGO",0.0862,0.0169,0.0136,0.0093,0.0099
"AGO",0.0902,0.017,0.0125,0.0088,0.0116
"AGO",0.0871,0.0164,0.0136,0.0075,0.0102
"AGO",0.0853,0.0168,0.016,0.0081,0.0114
"AGO",0.0841,0.0187,0.0121,0.0104,0.0106
"AGO",0.0851,0.0186,0.0134,0.0087,0.0125
"AGO",0.0812,0.0144,0.0128,0.0079,0.0133
"AGO",0.084,0.0168,0.0123,0.0089,0.0115
"AGO",0.0858,0.015,0.0125,0.0081,0.0096
"AGO",0.0885,0.0149,0.0127,0.0095,0.0134
"AGO",0.0856,0.0166,0.0136,0.0097,0.0123
"AGO",0.0813,0.018,0.0129,0.0092,0.0105
"AGO",0.0879,0.0171,0.0112,0.0094,0.0111
"AGO",0.0799,0.0172,0.0118,0.0092,0.012
"AGO",0.0876,0.0164,0.012,0.0088,0.0153
"AGO",0.0816,0.0159,0.0107,0.0093,0.0116
"AGO",0.0808,0.0162,0.0129,0.0075,0.0121
"AGO",0.0893,0.0159,0.0123,0.0074,0.0119
"AGO",0.0903,0.0171,0.0132,0.0086,0.0128
"AGO",0.0855,0.0161,0.0142,0.0088,0.0118
"AGO",0.0888,0.0167,0.0122,0.0086,0.0098
"AGO",0.088,0.0172,0.011,0.0093,0.0112
"AGO",0.0831,0.0161,0.013,0.0078,0.0122
"AGO",0.0833,0.019,0.0116,0.008,0.0121
"AGO",0.0804,0.015,0.0114,0.0087,0.0121
"AGO",0.0798,0.0141,0.0122,0.0094,0.0132
"AGO",0.0878,0.0177,0.0133,0.0083,0.0127
"AGO",0.0806,0.0182,0.0137,0.0109,0.0101
"AGO",0.0844,0.016,0.0123,0.0106,0.0108
"AGO",0.0841,0.0183,0.0125,0.0094,0.0103
"AGO",0.0874,0.0168,0.0133,0.0089,0.0115
"AGO",0.0833,0.0165,0.0124,0.009,0.0103
"AGO",0.0865,0.0158,0.0134,0.0105,0.0132
"AGO",0.0864,0.0193,0.0119,0.0106,0.0107
"AGO",0.0797,0.016,0.0123,0.0087,0.0129
"AGO",0.0867,0.0174,0.0144,0.0089,0.0129
"AGO",0.0864,0.0161,0.0115,0.0103,0.0122
"AGO",0.0867,0.014,0.0132,0.0089,0.0106
"AGO",0.0864,0.0195,0.0132,0.0074,0.0121
"AGO",0.0895,0.0169,0.013,0.0103,0.012
"AGO",0.0874,0.016,0.0142,0.0089,0.0103
"AGO",0.0805,0.016,0.0153,0.0071,0.0116
"AGO",0.0836,0.016,0.0139,0.0091,0.0112
"AGO",0.0856,0.0206,0.0126,0.0092,0.0129
"AGO",0.0904,0.0165,0.0137,0.0094,0.0108
"AGO",0.0859,0.016,0.0134,0.0086,0.0126
"AGO",0.0848,0.0165,0.0135,0.0101,0.0136
"AGO",0.0851,0.0176,0.0117,0.0086,0.0115
"AGO",0.0872,0.0159,0.0114,0.0087,0.0098
"AGO",0.0861,0.0156,0.0116,0.0095,0.0141
"AGO",0.085,0.0177,0.015,0.0084,0.0139
"AGO",0.0824,0.0173,0.0153,0.0104,0.0127
"AGO",0.084,0.0191,0.0128,0.0098,0.01
"AGO",0.0863,0.0189,0.0119,0.0089,0.0123
"AGO",0.0891,0.0172,0.0115,0.0084,0.0122
"AGO",0.0847,0.0177,0.0142,0.0089,0.0117
"AGO",0.0839,0.0163,0.0139,0.0096,0.0098
"AGO",0.0858,0.019,0.013,0.0086,0.0119
"AGO",0.0793,0.0173,0.0116,0.0082,0.0118
"AGO",0.0848,0.0195,0.0133,0.0086,0.0111
"AGO",0.0873,0.0172,0.0122,0.0081,0.0094
"AGO",0.0827,0.018,0.0155,0.0084,0.0096
"AGO",0.0882,0.0172,0.0136,0.0088,0.0095
"AGO",0.0851,0.0165,0.0118,0.0075,0.0104
"AGO",0.0789,0.018,0.013,0.0092,0.0101
"ALB",0.1027,0.023,0.0153,0.0109,0.0159
"ALB",0.1002,0.0188,0.0147,0.0118,0.0149
"ALB",0.1027,0.0191,0.0162,0.0111,0.0157
"ALB",0.1064,0.0223,0.017,0.0121,0.0182
"ALB",0.1026,0.0212,0.0146,0.012,0.0133
"ALB",0.104,0.0241,0.0171,0.0106,0.0172
"ALB",0.1003,0.0182,0.0142,0.0108,0.0146
"ALB",0.1019,0.0225,0.015,0.0116,0.0157
"ALB",0.102,0.0204,0.0187,0.0122,0.0159
"ALB",0.1037,0.0221,0.0164,0.0112,0.0126
"ALB",0.1023,0.0244,0.0167,0.0144,0.0147
"ALB",0.1071,0.022,0.0169,0.0115,0.0154
"ALB",0.1036,0.0223,0.0168,0.0115,0.0176
"ALB",0.1017,0.0192,0.017,0.0133,0.0141
"ALB",0.104,0.0224,0.0194,0.0132,0.0138
"ALB",0.0997,0.022,0.017,0.0101,0.0167
"ALB",0.0997,0.0215,0.0171,0.0135,0.0135
"ALB",0.104,0.0215,0.0148,0.0112,0.0131
"ALB",0.1058,0.0236,0.0159,0.0135,0.0147
"ALB",0.101,0.0214,0.0159,0.0118,0.0187
"ALB",0.1014,0.0202,0.0154,0.0137,0.0142
"ALB",0.1019,0.0196,0.0156,0.0107,0.0144
"ALB",0.1056,0.0254,0.0163,0.0119,0.0151
"ALB",0.0976,0.0231,0.0157,0.0101,0.0154
"ALB",0.1076,0.0219,0.0165,0.0099,0.0166
"ALB",0.1012,0.0199,0.0164,0.0111,0.0148
"ALB",0.1066,0.0201,0.0145,0.0106,0.0158
"ALB",0.1031,0.0191,0.016,0.0133,0.0129
"ALB",0.1085,0.0208,0.016,0.0126,0.0165
"ALB",0.1006,0.0214,0.016,0.0101,0.0119
"ALB",0.1049,0.023,0.0137,0.0128,0.0125
"ALB",0.1009,0.0188,0.0155,0.0098,0.017
"ALB",0.1018,0.0233,0.0161,0.0104,0.0166
"ALB",0.101,0.0216,0.0167,0.0115,0.0143
"ALB",0.1051,0.0225,0.0166,0.0115,0.0136
"ALB",0.1049,0.0232,0.0163,0.0118,0.0158
"ALB",0.1042,0.0238,0.0169,0.0115,0.0159
"ALB",0.1007,0.0225,0.0131,0.0111,0.0129
"ALB",0.1048,0.0227,0.0175,0.0101,0.0161
"ALB",0.1018,0.0224,0.0159,0.0116,0.0141
"ALB",0.1016,0.0202,0.0142,0.011,0.014
"ALB",0.0982,0.0192,0.0177,0.0106,0.0145
"ALB",0.1116,0.023,0.0158,0.013,0.0151
"ALB",0.1069,0.0215,0.0179,0.011,0.0152
"ALB",0.1008,0.0212,0.0181,0.0113,0.0145
"ALB",0.0986,0.0218,0.0156,0.0116,0.0148
"ALB",0.0974,0.0214,0.0164,0.0113,0.0166
"ALB",0.1059,0.0225,0.0163,0.0115,0.0166
"ALB",0.1077,0.0222,0.016,0.0121,0.0162
"ALB",0.1055,0.0209,0.0164,0.0126,0.0146
"ALB",0.1127,0.0217,0.0161,0.0131,0.0177
"ALB",0.1019,0.0243,0.0183,0.0113,0.0146
"ALB",0.1033,0.0211,0.0186,0.0117,0.0155
"ALB",0.1038,0.0227,0.0146,0.0109,0.0135
"ALB",0.1017,0.0205,0.0163,0.0126,0.0136
"ALB",0.1025,0.0192,0.0141,0.0109,0.0135
"ALB",0.1055,0.0229,0.0172,0.0121,0.0157
"ALB",0.1065,0.0213,0.0157,0.0124,0.0156
"ALB",0.1084,0.0199,0.0155,0.0129,0.0159
"ALB",0.1099,0.025,0.0151,0.0148,0.0122
"ALB",0.1026,0.0234,0.0196,0.0112,0.0149
"ALB",0.1099,0.0219,0.0147,0.0113,0.0145
"ALB",0.1073,0.0202,0.0163,0.0125,0.0149
"ALB",0.1072,0.0213,0.0165,0.0116,0.0155
"ALB",0.1094,0.0221,0.0164,0.0104,0.0142
"ALB",0.1045,0.0192,0.0147,0.0114,0.0139
"ALB",0.1069,0.021,0.0168,0.0105,0.0147
"ALB",0.0994,0.019,0.0155,0.0101,0.0157
"ALB",0.1069,0.0208,0.017,0.0103,0.0131
"ALB",0.0988,0.0196,0.0163,0.0135,0.0127
"ALB",0.1002,0.0217,0.0151,0.0126,0.0167
"ALB",0.1052,0.0178,0.0145,0.0112,0.0157
