"code","oop_poorest","oop_poorer","oop_middle","oop_richer","oop_richest"
"AFG",0.5684,0.3981,0.3182,0.279,0.2936
"AFG",0.5744,0.3941,0.3267,0.2908,0.3169
"AFG",0.5805,0.4111,0.3376,0.3048,0.3338
"AFG",0.5778,0.4206,0.33,0.2907,0.3273
"AFG",0.5844,0.4126,0.3278,0.3061,0.3113
"AFG",0.5624,0.39,0.3259,0.2859,0.3029
"AFG",0.5696,0.3989,0.3191,0.2964,0.3224
"AFG",0.5641,0.3984,0.337,0.2965,0.3182
"AFG",0.5748,0.4003,0.3181,0.2855,0.2922
"AFG",0.5808,0.408,0.3254,0.3052,0.3167
"AFG",0.5705,0.3944,0.3339,0.2981,0.3033
"AFG",0.5614,0.3998,0.3195,0.2775,0.3168
"AFG",0.5541,0.3858,0.316,0.2964,0.3099
"AFG",0.5706,0.3945,0.3225,0.2785,0.2976
"AFG",0.5823,0.3959,0.3405,0.2943,0.3189
"AFG",0.5743,0.3939,0.3207,0.3009,0.2999
"AFG",0.5785,0.4086,0.3331,0.3048,0.3201
"AFG",0.5643,0.383,0.307,0.287,0.2968
"AFG",0.559,0.3838,0.3075,0.2807,0.3062
"AFG",0.5745,0.3921,0.332,0.2865,0.3098
"AFG",0.5812,0.4137,0.3387,0.2952,0.3249
"AFG",0.568,0.3981,0.3159,0.3034,0.3185
"AFG",0.5703,0.4175,0.3251,0.2913,0.3005
"AFG",0.5604,0.3797,0.3248,0.2823,0.2994
"AFG",0.5712,0.3989,0.3301,0.2918,0.3124
"AFG",0.5655,0.3921,0.32,0.2774,0.2961
"AFG",0.578,0.3806,0.3261,0.2875,0.3091
"AFG",0.5755,0.3989,0.3183,0.2772,0.3108
"AFG",0.5695,0.3939,0.322,0.3001,0.3151
"AFG",0.5739,0.4038,0.3229,0.2825,0.3158
"AFG",0.5689,0.378,0.3206,0.2926,0.2873
"AFG",0.5652,0.3987,0.3204,0.2953,0.304
"AFG",0.5916,0.42,0.3363,0.2911,0.3245
"AFG",0.5671,0.3985,0.3305,0.2885,0.3026
"AFG",0.5654,0.404,0.3328,0.2838,0.3135
"AFG",0.5638,0.4144,0.3104,0.2653,0.3069
"AFG",0.5782,0.3923,0.3254,0.3044,0.3001
"AFG",0.5599,0.3825,0.3183,0.2895,0.3064
"AFG",0.5664,0.405,0.3242,0.285,0.2988
"AFG",0.5817,0.3808,0.3176,0.2856,0.3019
"AFG",0.5784,0.393,0.3276,0.2875,0.3121
"AFG",0.5808,0.3955,0.3122,0.2921,0.2975
"AFG",0.5715,0.3923,0.3277,0.3116,0.3018
"AFG",0.566,0.3778,0.3214,0.2924,0.3146
"AFG",0.5663,0.3913,0.3213,0.2851,0.3
"AFG",0.5807,0.3906,0.3194,0.3038,0.3094
"AFG",0.5582,0.387,0.318,0.2978,0.3029
"AFG",0.5615,0.4036,0.3219,0.2779,0.3057
"AFG",0.5606,0.4116,0.3264,0.2877,0.2995
"AFG",0.5665,0.3858,0.3152,0.2753,0.2992
"AFG",0.5559,0.3951,0.3164,0.2803,0.3015
"AFG",0.5749,0.3868,0.3265,0.3022,0.3085
"AFG",0.5731,0.3987,0.3216,0.29,0.3127
"AFG",0.5636,0.3756,0.3131,0.2765,0.297
"AFG",0.5755,0.3878,0.317,0.2878,0.3117
"AFG",0.5795,0.3943,0.3227,0.3056,0.298
"AFG",0.5453,0.3913,0.3221,0.2771,0.3005
"AFG",0.5701,0.3993,0.3105,0.2878,0.3077
"AFG",0.5714,0.3956,0.3257,0.2894,0.3038
"AFG",0.5714,0.3916,0.3281,0.2822,0.3083
"AFG",0.5714,0.3936,0.3228,0.2996,0.3166
"AFG",0.5649,0.4027,0.3111,0.2885,0.3012
"AFG",0.563,0.39,0.3269,0.2905,0.3107
"AFG",0.5579,0.3881,0.3172,0.2732,0.3061
"AFG",0.5618,0.3968,0.3263,0.2949,0.3102
"AFG",0.5791,0.4005,0.3347,0.2887,0.3317
"AFG",0.5549,0.3806,0.3181,0.277,0.2852
"AFG",0.541,0.4003,0.3115,0.2728,0.2974
"AFG",0.5654,0.3731,0.3193,0.2733,0.2876
"AFG",0.5671,0.3984,0.3212,0.2959,0.2991
"AFG",0.5604,0.3798,0.3151,0.2862,0.3118
"AFG",0.5756,0.397,0.3339,0.2947,0.3086
"AFG",0.5785,0.3866,0.3143,0.2955,0.2996
"AFG",0.5734,0.3899,0.3328,0.2854,0.3235
"AFG",0.5784,0.3932,0.338,0.2948,0.3236
"AFG",0.5786,0.3857,0.314,0.2999,0.3008
"AFG",0.5627,0.4055,0.3227,0.2905,0.3138
"AFG",0.5543,0.3986,0.3132,0.2819,0.3169
"AFG",0.5655,0.3829,0.315,0.2755,0.292
"AFG",0.5602,0.3764,0.3213,0.2747,0.2924
"AFG",0.5605,0.3809,0.3129,0.2851,0.2974
"AFG",0.555,0.3958,0.3094,0.276,0.293
"AFG",0.5738,0.4034,0.3266,0.2816,0.3158
"AFG",0.5857,0.4102,0.3523,0.2975,0.3188
"AFG",0.5635,0.3777,0.3254,0.2937,0.2985
"AFG",0.5655,0.389,0.3201,0.282,0.304
"AFG",0.5758,0.4061,0.315,0.2952,0.3045
"AFG",0.5633,0.3998,0.316,0.2775,0.3111
"AFG",0.5893,0.4197,0.3451,0.3072,0.3195
"AFG",0.5672,0.403,0.3286,0.2981,0.3078
"AFG",0.5569,0.3918,0.3101,0.2878,0.2961
"AFG",0.5765,0.3989,0.3346,0.2931,0.3073
"AFG",0.5623,0.3971,0.3252,0.282,0.3228
"AFG",0.5823,0.3996,0.3364,0.3183,0.3201
"AFG",0.58,0.4003,0.3257,0.2983,0.3257
"AFG",0.5816,0.4024,0.3313,0.2983,0.3159
"AFG",0.5736,0.4077,0.3397,0.2945,0.2947
"AFG",0.5558,0.375,0.3133,0.273,0.285
"AFG",0.5829,0.3935,0.3297,0.2981,0.3012
"AFG",0.5746,0.4059,0.3157,0.2864,0.3239
"AFG",0.5817,0.4071,0.3255,0.299,0.3307
"AFG",0.5694,0.3903,0.326,0.2934,0.3044
"AFG",0.5658,0.3867,0.3202,0.2832,0.2986
"AFG",0.5855,0.3982,0.3401,0.2916,0.3301
"AFG",0.5654,0.3936,0.3337,0.2927,0.3031
"AFG",0.5737,0.4044,0.3195,0.2979,0.3165
"AFG",0.5697,0.3964,0.3237,0.2944,0.3033
"AFG",0.5739,0.3898,0.3167,0.2895,0.3092
"AFG",0.5579,0.3903,0.3175,0.2837,0.3138
"AFG",0.5661,0.3864,0.3168,0.2825,0.2973
"AFG",0.5612,0.3719,0.318,0.2923,0.292
"AFG",0.5715,0.3819,0.3161,0.2737,0.2956
"AFG",0.5642,0.4027,0.3221,0.2839,0.2948
"AFG",0.5644,0.4025,0.3265,0.2824,0.3158
"AFG",0.5654,0.3988,0.3301,0.2958,0.3055
"AFG",0.56,0.3701,0.3171,0.2841,0.3044
"AFG",0.5624,0.3899,0.3127,0.2883,0.2984
"AFG",0.5615,0.3817,0.3103,0.2749,0.2975
"AFG",0.5702,0.3912,0.3215,0.2823,0.3094
"AFG",0.571,0.4015,0.3217,0.2786,0.3015
"AFG",0.5792,0.3854,0.3333,0.2902,0.3074
"AFG",0.5805,0.4009,0.3133,0.3013,0.3144
"AFG",0.563,0.3797,0.3212,0.2837,0.302
"AFG",0.562,0.387,0.3136,0.2869,0.3237
"AFG",0.5802,0.4023,0.3423,0.2905,0.3056
"AFG",0.5729,0.3858,0.3251,0.2905,0.3069
"AFG",0.5791,0.3832,0.3266,0.2843,0.3116
"AFG",0.5638,0.3869,0.329,0.2932,0.3053
"AFG",0.5695,0.393,0.3154,0.2833,0.3211
"AFG",0.5692,0.3944,0.3202,0.2781,0.3004
"AFG",0.5704,0.379,0.3288,0.2916,0.2999
"AFG",0.551,0.3933,0.3069,0.2841,0.2791
"AFG",0.5597,0.3923,0.3068,0.2821,0.3053
"AFG",0.5679,0.396,0.3311,0.2892,0.3115
"AFG",0.568,0.3997,0.3339,0.2947,0.3198
"AFG",0.5688,0.4002,0.3148,0.2843,0.2911
"AFG",0.5607,0.3882,0.3164,0.2893,0.3119
"AFG",0.5733,0.3907,0.3202,0.2787,0.3016
"AFG",0.5854,0.4027,0.3281,0.2954,0.314
"AFG",0.575,0.3855,0.3202,0.2899,0.3087
"AFG",0.5707,0.4094,0.3263,0.2905,0.3008
"AFG",0.578,0.3833,0.3111,0.273,0.3182
"AFG",0.5569,0.3757,0.308,0.2812,0.2913
"AFG",0.5752,0.3957,0.3297,0.2971,0.3066
"AFG",0.5732,0.4037,0.3199,0.3042,0.3142
"AFG",0.5749,0.3879,0.3293,0.287,0.3086
"AFG",0.5684,0.39,0.322,0.2777,0.2997
"AFG",0.5685,0.3934,0.3297,0.2849,0.3163
"AFG",0.5739,0.3907,0.3119,0.2804,0.2984
"AFG",0.5819,0.3861,0.3304,0.308,0.3283
"AFG",0.5778,0.4123,0.3413,0.3011,0.3008
"AFG",0.5714,0.3908,0.3298,0.2764,0.3087
"AFG",0.5611,0.3967,0.3224,0.2853,0.2894
"AFG",0.5699,0.3955,0.3229,0.2874,0.3057
"AFG",0.5793,0.3934,0.3317,0.3018,0.3216
"AFG",0.5601,0.3797,0.3147,0.2843,0.304
"AFG",0.5652,0.3795,0.3153,0.2743,0.3099
"AFG",0.5752,0.3948,0.3302,0.3005,0.3047
"AFG",0.5687,0.4006,0.329,0.3026,0.3045
"AFG",0.5648,0.3991,0.3192,0.284,0.3061
"AFG",0.5459,0.3689,0.3046,0.2695,0.301
"AFG",0.5668,0.3915,0.3223,0.2946,0.3064
"AFG",0.5689,0.4057,0.3202,0.2785,0.3002
"AFG",0.5754,0.3892,0.3276,0.2835,0.3068
"AFG",0.5797,0.3986,0.3298,0.2996,0.3014
"AFG",0.5698,0.4044,0.323,0.3057,0.3209
"AFG",0.5548,0.3932,0.311,0.2713,0.2982
"AFG",0.5657,0.3989,0.3328,0.2869,0.3111
"AFG",0.5659,0.3802,0.3124,0.2767,0.3073
"AFG",0.5609,0.3808,0.3193,0.2946,0.3073
"AFG",0.5705,0.4037,0.333,0.2993,0.3144
"AFG",0.5627,0.4073,0.3362,0.3011,0.2938
"AFG",0.5662,0.3916,0.2991,0.2705,0.3014
"AFG",0.5719,0.3966,0.3339,0.2828,0.3015
"AFG",0.5604,0.3856,0.2996,0.2777,0.3031
"AFG",0.5812,0.3935,0.3419,0.2983,0.3277
"AFG",0.5651,0.389,0.3184,0.2858,0.3002
"AFG",0.561,0.4084,0.3186,0.2861,0.3043
"AFG",0.5842,0.387,0.3188,0.2866,0.3302
"AFG",0.5769,0.4007,0.3315,0.2959,0.3137
"AFG",0.5667,0.396,0.3335,0.2939,0.3108
"AFG",0.5679,0.3874,0.3081,0.2802,0.309
"AFG",0.5734,0.381,0.3114,0.2852,0.3057
"AFG",0.5633,0.3907,0.3262,0.2955,0.3083
"AFG",0.5707,0.3833,0.3246,0.3011,0.3183
"AFG",0.5769,0.4099,0.3335,0.3037,0.3379
"AFG",0.5694,0.4078,0.3292,0.3097,0.2898
"AFG",0.5765,0.3963,0.3365,0.2948,0.3127
"AFG",0.5565,0.3866,0.3161,0.2831,0.3149
"AFG",0.5557,0.3735,0.3004,0.2874,0.3038
"AFG",0.5704,0.3852,0.3273,0.2925,0.3163
"AFG",0.5554,0.4111,0.3093,0.2794,0.2823
"AFG",0.5836,0.4014,0.3436,0.2999,0.3251
"AFG",0.5768,0.3821,0.3228,0.2984,0.3049
"AFG",0.5684,0.3795,0.3237,0.2945,0.3148
"AFG",0.5711,0.4176,0.3216,0.2982,0.3047
"AFG",0.5567,0.4074,0.3328,0.3,0.3283
"AFG",0.5608,0.3924,0.3287,0.2842,0.3086
"AFG",0.5722,0.3988,0.3273,0.2894,0.3034
"AFG",0.5645,0.3859,0.3238,0.288,0.3029
"AGO",0.2225,0.0822,0.0587,0.0458,0.0445
"AGO",0.2186,0.0812,0.0605,0.0436,0.0464
"AGO",0.2239,0.0873,0.0616,0.0461,0.0451
"AGO",0.2284,0.0842,0.0565,0.046,0.0494
"AGO",0.2167,0.0759,0.0607,0.0423,0.0482
"AGO",0.2245,0.0812,0.0561,0.043,0.0467
"AGO",0.2218,0.0879,0.0547,0.0459,0.0498
"AGO",0.2296,0.085,0.0556,0.0485,0.0472
"AGO",0.2144,0.0884,0.0601,0.0422,0.0462
"AGO",0.2238,0.0783,0.0566,0.0448,0.05
"AGO",0.2296,0.0866,0.0608,0.0429,0.0509
"AGO",0.2198,0.0803,0.0606,0.0444,0.0487
"AGO",0.215,0.0763,0.0563,0.043,0.0496
"AGO",0.2273,0.0814,0.0602,0.0469,0.0497
"AGO",0.2318,0.0833,0.0535,0.0475,0.0497
"AGO",0.2238,0.0828,0.0581,0.0455,0.0501
"AGO",0.2188,0.0779,0.0658,0.0452,0.0478
"AGO",0.2169,0.0836,0.06,0.0464,0.0499
"AGO",0.2197,0.0864,0.0542,0.0423,0.0451
"AGO",0.2223,0.079,0.0593,0.0465,0.046
"AGO",0.2201,0.0802,0.0611,0.0474,0.052
"AGO",0.2176,0.08,0.0572,0.0411,0.0446
"AGO",0.2265,0.0825,0.0637,0.0461,0.0449
"AGO",0.2225,0.087,0.0632,0.0462,0.0483
"AGO",0.2227,0.0779,0.0588,0.0446,0.0508
"AGO",0.2259,0.0868,0.0618,0.0417,0.0505
"AGO",0.2201,0.0864,0.0546,0.0452,0.0515
"AGO",0.2185,0.0813,0.0614,0.0442,0.0525
"AGO",0.2249,0.0858,0.0557,0.0469,0.0473
"AGO",0.2174,0.0803,0.0575,0.0444,0.0436
"AGO",0.2291,0.0805,0.0592,0.0442,0.0534
"AGO",0.2144,0.089,0.0591,0.0456,0.0527
"AGO",0.2295,0.0817,0.0614,0.0448,0.05
"AGO",0.221,0.0778,0.0589,0.0517,0.0502
"AGO",0.2222,0.0787,0.0575,0.0414,0.0487
"AGO",0.2224,0.0809,0.0543,0.0393,0.0516
"AGO",0.2175,0.0809,0.0573,0.0434,0.0487
"AGO",0.2258,0.0815,0.0585,0.0471,0.0498
"AGO",0.2333,0.0818,0.0624,0.0444,0.0498
"AGO",0.2224,0.0791,0.0595,0.0429,0.0498
"AGO",0.2226,0.0836,0.06,0.0423,0.0515
"AGO",0.2171,0.0816,0.0576,0.0398,0.0465
"AGO",0.2105,0.0773,0.058,0.0445,0.0523
"AGO",0.2214,0.0829,0.065,0.0503,0.0506
"AGO",0.2217,0.0816,0.0571,0.0436,0.0481
"AGO",0.2168,0.0763,0.0582,0.0435,0.0463
"AGO",0.2258,0.0796,0.0635,0.0466,0.0489
"AGO",0.2202,0.0797,0.0564,0.0404,0.0509
"AGO",0.2147,0.0763,0.0575,0.0394,0.0519
"AGO",0.2215,0.0833,0.058,0.0464,0.0534
"AGO",0.2165,0.0764,0.0596,0.0421,0.0504
"AGO",0.2131,0.0787,0.0544,0.0401,0.048
"AGO",0.2192,0.081,0.0562,0.0423,0.0513
"AGO",0.2195,0.0839,0.0603,0.0465,0.0439
"AGO",0.2146,0.0793,0.0596,0.0432,0.0464
"AGO",0.2174,0.0816,0.0569,0.0397,0.0464
"AGO",0.2138,0.0828,0.0564,0.0436,0.0425
"AGO",0.2178,0.0816,0.0567,0.0448,0.0489
"AGO",0.2232,0.0819,0.0559,0.0429,0.0475
"AGO",0.2156,0.0851,0.0574,0.0427,0.0537
"AGO",0.2181,0.0802,0.0605,0.0431,0.0406
"AGO",0.2194,0.0806,0.0574,0.0447,0.0494
"AGO",0.2243,0.0791,0.0595,0.0439,0.0485
"AGO",0.2254,0.0801,0.0605,0.045,0.0469
"AGO",0.2239,0.0829,0.0633,0.0419,0.0451
"AGO",0.2278,0.0799,0.0573,0.0437,0.0518
"AGO",0.2195,0.0821,0.0622,0.0414,0.0491
"AGO",0.2198,0.0882,0.0618,0.0472,0.0515
"AGO",0.2188,0.0868,0.0581,0.0442,0.048
"AGO",0.2177,0.0732,0.0543,0.0416,0.0517
"AGO",0.2292,0.0826,0.0642,0.0458,0.049
"AGO",0.2237,0.0788,0.0556,0.0416,0.0507
"AGO",0.2188,0.0778,0.0549,0.0412,0.0547
"AGO",0.2264,0.0789,0.0623,0.0466,0.0533
"AGO",0.2247,0.0747,0.0581,0.0461,0.0473
"AGO",0.2225,0.082,0.0534,0.0441,0.0454
"AGO",0.2226,0.082,0.0581,0.044,0.0553
"AGO",0.223,0.0824,0.0615,0.0444,0.0493
"AGO",0.2214,0.0862,0.0616,0.0436,0.0483
"AGO",0.214,0.0859,0.0542,0.0462,0.0504
"AGO",0.2179,0.0731,0.0582,0.0434,0.0446
"AGO",0.2291,0.0828,0.0618,0.0446,0.0453
"AGO",0.2295,0.0804,0.0566,0.0406,0.0524
"AGO",0.2259,0.0785,0.0616,0.0452,0.0514
"AGO",0.2185,0.0808,0.0556,0.0456,0.0493
"AGO",0.2162,0.0848,0.0595,0.0437,0.0513
"AGO",0.2214,0.0847,0.0568,0.043,0.0494
"AGO",0.2259,0.0827,0.0577,0.0485,0.0514
"AGO",0.2199,0.0823,0.0635,0.0416,0.0522
"AGO",0.2217,0.0844,0.0552,0.0443,0.0519
"AGO",0.2188,0.0797,0.064,0.0443,0.043
"AGO",0.2209,0.0807,0.0599,0.0469,0.0472
"AGO",0.2148,0.0774,0.0598,0.0411,0.0494
"AGO",0.2196,0.082,0.0591,0.0424,0.0465
"AGO",0.2112,0.0835,0.0572,0.0433,0.0503
"AGO",0.2141,0.0819,0.0569,0.0411,0.0546
"AGO",0.2233,0.078,0.0588,0.045,0.0506
"AGO",0.2235,0.0835,0.0563,0.0429,0.0456
"AGO",0.2208,0.0791,0.0593,0.043,0.0498
"AGO",0.2227,0.0795,0.0602,0.0446,0.0522
"AGO",0.2212,0.0836,0.0599,0.0465,0.0484
"AGO",0.2196,0.0816,0.0575,0.0422,0.046
"AGO",0.2243,0.0798,0.06,0.0412,0.0479
"AGO",0.2196,0.0709,0.0594,0.0447,0.0529
"AGO",0.2268,0.0801,0.0584,0.0427,0.0512
"AGO",0.2155,0.0821,0.0618,0.0436,0.0434
"AGO",0.2129,0.0784,0.0645,0.0459,0.0485
"AGO",0.2229,0.0814,0.0554,0.048,0.0503
"AGO",0.2198,0.0752,0.0597,0.0497,0.0469
"AGO",0.2157,0.078,0.0545,0.0407,0.0481
"AGO",0.2138,0.0859,0.0564,0.0464,0.0497
"AGO",0.2211,0.0823,0.0584,0.0507,0.051
"AGO",0.2221,0.0812,0.061,0.0434,0.0505
"AGO",0.2193,0.0813,0.0596,0.0468,0.0471
"AGO",0.2205,0.0816,0.0636,0.0419,0.0561
"AGO",0.2204,0.0808,0.0554,0.0445,0.0498
"AGO",0.2218,0.0836,0.0587,0.0454,0.0487
"AGO",0.2232,0.079,0.0604,0.0443,0.0502
"AGO",0.2188,0.086,0.0534,0.0398,0.0465
"AGO",0.2166,0.0835,0.0581,0.0438,0.0481
"AGO",0.2158,0.0808,0.057,0.0433,0.0436
"AGO",0.2266,0.0822,0.0589,0.0481,0.05
"AGO",0.2132,0.0781,0.0591,0.0433,0.0534
"AGO",0.2189,0.0837,0.0575,0.0436,0.0515
"AGO",0.2187,0.0819,0.0599,0.0421,0.0463
"AGO",0.2233,0.0799,0.0625,0.0489,0.051
"AGO",0.2172,0.0848,0.0551,0.0419,0.0494
"AGO",0.2213,0.0797,0.062,0.0467,0.0497
"AGO",0.2232,0.0855,0.0618,0.0412,0.0564
"AGO",0.2157,0.083,0.0603,0.0448,0.0542
"AGO",0.2214,0.0807,0.0588,0.0431,0.0479
"AGO",0.2273,0.0853,0.0635,0.0461,0.0505
"AGO",0.2243,0.0873,0.0581,0.0452,0.05
"AGO",0.2259,0.0821,0.0654,0.0469,0.0519
"AGO",0.2264,0.0906,0.0622,0.047,0.05
"AGO",0.2176,0.0809,0.0604,0.0445,0.0472
"AGO",0.2213,0.0807,0.057,0.0429,0.0457
"AGO",0.222,0.0741,0.0561,0.0474,0.0526
"AGO",0.2126,0.0822,0.055,0.0431,0.0494
"AGO",0.2239,0.0868,0.0576,0.0448,0.0514
"AGO",0.2213,0.0856,0.0627,0.0441,0.0503
"AGO",0.2261,0.0747,0.0591,0.0447,0.0492
"AGO",0.221,0.0852,0.0584,0.0393,0.0494
"AGO",0.2135,0.0822,0.0598,0.0457,0.0471
"AGO",0.2229,0.0696,0.0591,0.045,0.0501
"AGO",0.2166,0.0865,0.0631,0.0427,0.0513
"AGO",0.2135,0.081,0.0615,0.0411,0.047
"AGO",0.2188,0.0795,0.0588,0.0479,0.05
"AGO",0.2145,0.0803,0.0558,0.0458,0.0498
"AGO",0.2326,0.0832,0.0604,0.0411,0.0521
"AGO",0.2155,0.0872,0.0602,0.0439,0.048
"AGO",0.2229,0.0805,0.0626,0.044,0.0494
"AGO",0.2198,0.0762,0.0582,0.0457,0.0442
"AGO",0.2185,0.0849,0.0605,0.0441,0.051
"AGO",0.2085,0.0803,0.0544,0.0409,0.0462
"AGO",0.2208,0.082,0.0534,0.0415,0.0471
"AGO",0.2138,0.0842,0.0587,0.0443,0.0502
"AGO",0.2186,0.0832,0.0564,0.0472,0.0534
"AGO",0.2167,0.0766,0.0607,0.049,0.0456
"AGO",0.2199,0.0827,0.0544,0.0437,0.053
"AGO",0.2176,0.0765,0.0578,0.0398,0.0478
"AGO",0.2256,0.0791,0.0616,0.0455,0.0501
"AGO",0.2163,0.0789,0.0553,0.0425,0.0491
"AGO",0.2123,0.0846,0.0559,0.042,0.049
"AGO",0.2181,0.0799,0.0518,0.0424,0.0494
"AGO",0.2193,0.0836,0.0597,0.0427,0.0467
"AGO",0.2215,0.0797,0.0596,0.0449,0.0484
"AGO",0.217,0.0805,0.0584,0.0435,0.0474
"AGO",0.217,0.0831,0.0579,0.0449,0.0443
"AGO",0.2176,0.0767,0.0643,0.0451,0.0477
"AGO",0.2198,0.0873,0.057,0.0393,0.0463
"AGO",0.2187,0.088,0.0599,0.0488,0.0459
"AGO",0.2157,0.0763,0.0615,0.0456,0.05
"AGO",0.2155,0.0813,0.056,0.0406,0.0444
"AGO",0.2222,0.0784,0.0609,0.0468,0.047
"AGO",0.2194,0.0832,0.059,0.045,0.0508
"AGO",0.2285,0.0839,0.0617,0.0444,0.0499
"AGO",0.2251,0.0823,0.0591,0.0449,0.054
"AGO",0.2244,0.0848,0.057,0.0488,0.049
"AGO",0.2137,0.0822,0.0537,0.0458,0.046
"AGO",0.2127,0.0793,0.0551,0.0435,0.0477
"AGO",0.2157,0.0808,0.0575,0.0398,0.0505
"AGO",0.2248,0.0872,0.0629,0.0517,0.0494
"AGO",0.2386,0.0862,0.0644,0.0508,0.0536
"AGO",0.2226,0.0783,0.0567,0.0465,0.0532
"AGO",0.2212,0.0851,0.0566,0.0435,0.0528
"AGO",0.2197,0.0844,0.0549,0.046,0.0472
"AGO",0.2183,0.0751,0.0594,0.0457,0.0499
"AGO",0.2303,0.0848,0.0651,0.0481,0.0526
"AGO",0.2223,0.0797,0.057,0.0445,0.0495
"AGO",0.2224,0.0827,0.0572,0.0465,0.0491
"AGO",0.2163,0.0777,0.0559,0.0463,0.0466
"AGO",0.226,0.078,0.0615,0.0464,0.0533
"AGO",0.2251,0.0848,0.0614,0.0428,0.0482
"AGO",0.2259,0.0802,0.0575,0.0408,0.0544
"AGO",0.2147,0.089,0.0554,0.0401,0.0442
"AGO",0.2265,0.0805,0.0575,0.0461,0.0535
"AGO",0.2204,0.0812,0.0551,0.0408,0.052
"AGO",0.2267,0.0894,0.0587,0.0426,0.0477
"AGO",0.2164,0.0863,0.057,0.0469,0.0497
"ALB",0.2571,0.1002,0.0692,0.0565,0.0639
"ALB",0.2569,0.1014,0.0669,0.0539,0.0554
"ALB",0.26,0.1002,0.0732,0.0576,0.0632
"ALB",0.2657,0.1001,0.0721,0.0598,0.0606
"ALB",0.2613,0.1001,0.0671,0.0564,0.0629
"ALB",0.2529,0.101,0.0697,0.0546,0.0568
"ALB",0.2518,0.0988,0.0711,0.0553,0.0599
"ALB",0.2544,0.0983,0.0714,0.0538,0.0551
"ALB",0.2585,0.1083,0.0703,0.0527,0.0618
"ALB",0.2563,0.1014,0.0761,0.0556,0.0565
"ALB",0.2483,0.1011,0.0725,0.0504,0.057
"ALB",0.2473,0.0967,0.0683,0.055,0.0603
"ALB",0.2526,0.1012,0.0649,0.052,0.0554
"ALB",0.2521,0.094,0.075,0.0564,0.0617
"ALB",0.2522,0.0945,0.0749,0.054,0.0557
"ALB",0.252,0.0991,0.0753,0.0533,0.0616
"ALB",0.2548,0.099,0.072,0.056,0.0603
"ALB",0.257,0.0951,0.0705,0.0543,0.0633
"ALB",0.2581,0.0974,0.0681,0.0571,0.0635
"ALB",0.2469,0.1067,0.0701,0.0553,0.0536
"ALB",0.2626,0.0997,0.0691,0.0547,0.0628
"ALB",0.255,0.1032,0.0728,0.0516,0.0571
"ALB",0.2445,0.1007,0.0708,0.0595,0.0574
"ALB",0.2528,0.1029,0.0713,0.0521,0.0581
"ALB",0.2469,0.1012,0.0717,0.0512,0.0552
"ALB",0.2562,0.0919,0.0728,0.051,0.0524
"ALB",0.2537,0.0931,0.0665,0.0524,0.0631
"ALB",0.2568,0.0991,0.0766,0.0546,0.0613
"ALB",0.2542,0.0957,0.0708,0.0566,0.061
"ALB",0.2477,0.0996,0.0729,0.0517,0.0629
"ALB",0.2546,0.0998,0.0655,0.0533,0.0592
"ALB",0.2516,0.089,0.0697,0.0489,0.0605
"ALB",0.249,0.0933,0.0755,0.0479,0.0575
"ALB",0.2512,0.0923,0.0699,0.0526,0.0578
"ALB",0.246,0.0983,0.078,0.0525,0.0584
"ALB",0.2541,0.0916,0.0671,0.0545,0.0552
"ALB",0.2511,0.0975,0.0691,0.0534,0.0589
"ALB",0.257,0.0995,0.0731,0.056,0.0608
"ALB",0.2536,0.0979,0.0677,0.0498,0.0585
"ALB",0.2566,0.0975,0.0747,0.057,0.0612
"ALB",0.2632,0.0987,0.0734,0.0539,0.0569
"ALB",0.25,0.097,0.0679,0.0566,0.0575
"ALB",0.2591,0.0962,0.0709,0.0506,0.0647
"ALB",0.2577,0.0974,0.0701,0.0593,0.0559
"ALB",0.2416,0.0895,0.071,0.0532,0.0615
"ALB",0.2606,0.1047,0.0687,0.0538,0.0625
"ALB",0.2653,0.1025,0.0712,0.055,0.0656
"ALB",0.2418,0.0992,0.0713,0.0504,0.0496
"ALB",0.2524,0.0966,0.0714,0.0544,0.0599
"ALB",0.2586,0.0915,0.067,0.0527,0.0633
"ALB",0.2658,0.0987,0.0751,0.0555,0.0637
"ALB",0.2539,0.1022,0.0729,0.0584,0.0627
"ALB",0.2552,0.0979,0.0682,0.051,0.0626
"ALB",0.2582,0.0981,0.0774,0.0571,0.0626
"ALB",0.2535,0.1045,0.0734,0.0545,0.0609
"ALB",0.2551,0.0993,0.0677,0.0531,0.058
"ALB",0.2624,0.0989,0.0766,0.056,0.0625
"ALB",0.2589,0.1016,0.0729,0.0534,0.0609
"ALB",0.2478,0.0973,0.0692,0.0531,0.0618
"ALB",0.2582,0.099,0.0694,0.0555,0.057
"ALB",0.2462,0.0927,0.0702,0.0527,0.0636
"ALB",0.2566,0.0954,0.0709,0.0546,0.0557
"ALB",0.2538,0.0961,0.0673,0.052,0.0631
"ALB",0.2629,0.0943,0.0705,0.0569,0.0579
"ALB",0.2559,0.0939,0.0686,0.0549,0.06
"ALB",0.259,0.1033,0.0685,0.0591,0.0619
"ALB",0.2554,0.0989,0.0693,0.0506,0.0618
"ALB",0.2513,0.0974,0.0757,0.0545,0.0556
"ALB",0.2677,0.0969,0.082,0.0591,0.0631
"ALB",0.2676,0.1052,0.0722,0.0522,0.0658
"ALB",0.2509,0.0942,0.0688,0.0516,0.062
"ALB",0.2583,0.0951,0.0721,0.0558,0.0647
