"code","cc_poorest","cc_poorer","cc_middle","cc_richer","cc_richest"
"AFG",0.9633,0.9619,0.9427,0.9395,0.8786
"AFG",0.9659,0.9613,0.9409,0.9364,0.8728
"AFG",0.9662,0.9594,0.9449,0.9357,0.8731
"AFG",0.9616,0.9558,0.9356,0.9279,0.8745
"AFG",0.9615,0.9567,0.9392,0.9352,0.8756
"AFG",0.9696,0.9602,0.9376,0.9339,0.8785
"AFG",0.9665,0.959,0.9424,0.9375,0.8798
"AFG",0.9613,0.9587,0.9429,0.9389,0.8677
"AFG",0.9681,0.9616,0.9429,0.9425,0.8811
"AFG",0.9633,0.9582,0.9407,0.9311,0.8746
"AFG",0.9658,0.9585,0.9382,0.9396,0.8711
"AFG",0.9616,0.9567,0.9347,0.9294,0.8712
"AFG",0.9657,0.9613,0.9395,0.9397,0.8741
"AFG",0.9651,0.9567,0.9383,0.9342,0.8674
"AFG",0.9646,0.965,0.9403,0.9317,0.8717
"AFG",0.9653,0.9591,0.9367,0.9372,0.8749
"AFG",0.9634,0.9573,0.9396,0.9364,0.8759
"AFG",0.9639,0.9597,0.9374,0.9284,0.873
"AFG",0.9617,0.9598,0.936,0.9366,0.884
"AFG",0.9633,0.9601,0.9347,0.9332,0.8691
"AFG",0.9645,0.959,0.9345,0.9386,0.8728
"AFG",0.9672,0.9596,0.94,0.9322,0.8717
"AFG",0.9657,0.9594,0.9397,0.935,0.8817
"AFG",0.9626,0.9617,0.9411,0.9398,0.8799
"AFG",0.967,0.9573,0.9381,0.9395,0.8811
"AFG",0.9642,0.9597,0.9386,0.9319,0.8786
"AFG",0.9635,0.9578,0.9365,0.9393,0.878
"AFG",0.9683,0.9607,0.9355,0.9406,0.8869
"AFG",0.9579,0.9547,0.9357,0.9326,0.8724
"AFG",0.9637,0.9551,0.94,0.9397,0.8805
"AFG",0.9656,0.9621,0.9398,0.9397,0.8791
"AFG",0.9647,0.9614,0.9386,0.943,0.8743
"AFG",0.9651,0.9593,0.9468,0.9409,0.8803
"AFG",0.9685,0.9582,0.9385,0.9329,0.8763
"AFG",0.9658,0.9571,0.9327,0.9317,0.8714
"AFG",0.9643,0.9556,0.9369,0.9344,0.8759
"AFG",0.9646,0.9586,0.9377,0.9359,0.8807
"AFG",0.9673,0.9576,0.9414,0.9373,0.8782
"AFG",0.9654,0.959,0.9347,0.9393,0.8728
"AFG",0.9642,0.9596,0.9365,0.9266,0.8768
"AFG",0.9678,0.9599,0.9465,0.9405,0.8903
"AFG",0.9658,0.965,0.9414,0.938,0.8793
"AFG",0.9673,0.9595,0.9396,0.9359,0.8815
"AFG",0.9673,0.9537,0.9415,0.934,0.8738
"AFG",0.9648,0.9568,0.9355,0.9379,0.8699
"AFG",0.9597,0.9611,0.9419,0.9282,0.8802
"AFG",0.9706,0.9653,0.9406,0.9367,0.8771
"AFG",0.969,0.9594,0.9369,0.9429,0.8765
"AFG",0.9678,0.9606,0.9452,0.943,0.8801
"AFG",0.9633,0.9594,0.9348,0.9248,0.8768
"AFG",0.9656,0.9597,0.939,0.9374,0.8821
"AFG",0.9646,0.9575,0.9384,0.93,0.8829
"AFG",0.9586,0.9599,0.9321,0.9283,0.8786
"AFG",0.9671,0.9592,0.9374,0.9334,0.8746
"AFG",0.964,0.9544,0.9335,0.9358,0.8706
"AFG",0.962,0.9626,0.9405,0.9367,0.8833
"AFG",0.9625,0.9622,0.9397,0.9327,0.8807
"AGO",0.7926,0.6633,0.559,0.5013,0.4391
"AGO",0.8,0.6636,0.5628,0.4925,0.4428
"AGO",0.804,0.6598,0.5609,0.5135,0.4274
"AGO",0.798,0.6657,0.5567,0.4922,0.4417
"AGO",0.8004,0.6657,0.5662,0.4935,0.4383
"AGO",0.7968,0.6679,0.5632,0.4961,0.4193
"AGO",0.798,0.6767,0.5655,0.4909,0.4344
"AGO",0.7892,0.6666,0.5571,0.4883,0.4305
"AGO",0.7909,0.6617,0.551,0.482,0.4271
"AGO",0.7948,0.6701,0.5665,0.5046,0.4409
"AGO",0.7931,0.6607,0.5523,0.5123,0.4343
"AGO",0.7974,0.6649,0.5505,0.4967,0.4323
"AGO",0.8093,0.6639,0.5509,0.4826,0.4328
"AGO",0.8011,0.6676,0.57,0.5044,0.4236
"AGO",0.7978,0.6585,0.5662,0.5051,0.4362
"AGO",0.8029,0.6675,0.5532,0.5047,0.4336
"AGO",0.799,0.6604,0.5491,0.502,0.4245
"AGO",0.7953,0.6607,0.5598,0.4996,0.4314
"AGO",0.8076,0.6622,0.5599,0.4987,0.4359
"AGO",0.7953,0.6583,0.5692,0.5045,0.428
"AGO",0.8007,0.6653,0.5588,0.5102,0.4392
"AGO",0.7966,0.6581,0.5491,0.4922,0.4298
"AGO",0.7984,0.6659,0.5668,0.4829,0.4295
"AGO",0.7932,0.6672,0.5545,0.4883,0.431
"AGO",0.7962,0.6632,0.5741,0.5159,0.4282
"AGO",0.7912,0.6684,0.5689,0.4949,0.4326
"AGO",0.7977,0.665,0.5631,0.5196,0.4326
"AGO",0.7939,0.6567,0.5629,0.4873,0.4473
"AGO",0.7919,0.6579,0.5508,0.4993,0.4323
"AGO",0.7952,0.6708,0.5549,0.4921,0.4342
"AGO",0.7987,0.6703,0.5673,0.5018,0.4355
"AGO",0.79,0.6654,0.5524,0.4822,0.4353
"AGO",0.7959,0.6742,0.56,0.4959,0.4221
"AGO",0.7921,0.6752,0.5561,0.4899,0.4275
"AGO",0.7928,0.6683,0.5663,0.5046,0.4266
"AGO",0.7986,0.6642,0.5656,0.4945,0.4375
"AGO",0.7903,0.6498,0.5604,0.5104,0.4277
"AGO",0.7985,0.661,0.5567,0.4993,0.4267
"AGO",0.7896,0.6619,0.5435,0.4848,0.434
"AGO",0.8018,0.6667,0.5778,0.5042,0.4418
"AGO",0.7975,0.6659,0.5757,0.5038,0.4361
"AGO",0.7971,0.6697,0.5574,0.4799,0.4293
"AGO",0.8016,0.6619,0.5575,0.4995,0.4444
"AGO",0.798,0.6711,0.5778,0.5007,0.4307
"AGO",0.7932,0.6795,0.5778,0.4851,0.4314
"AGO",0.7948,0.666,0.5638,0.5027,0.4301
"AGO",0.7974,0.6609,0.5638,0.5067,0.4347
"AGO",0.794,0.678,0.5598,0.4916,0.4247
"AGO",0.7981,0.6705,0.559,0.4892,0.4288
"AGO",0.8022,0.6666,0.5574,0.4928,0.434
"AGO",0.8034,0.6559,0.5519,0.4892,0.4284
"AGO",0.7957,0.6708,0.5576,0.4959,0.4375
"AGO",0.8006,0.6585,0.5614,0.4854,0.4115
"AGO",0.7954,0.6587,0.5634,0.5041,0.429
"AGO",0.7894,0.6632,0.5642,0.5009,0.4309
"AGO",0.7984,0.6734,0.5531,0.4911,0.4258
"AGO",0.7948,0.6715,0.5595,0.4961,0.4239
"AGO",0.8045,0.6699,0.5772,0.5006,0.4319
"AGO",0.8045,0.6776,0.5571,0.4919,0.4349
"AGO",0.795,0.6664,0.5649,0.4996,0.4299
"AGO",0.7973,0.6751,0.5487,0.4901,0.4395
"AGO",0.804,0.6546,0.5698,0.4963,0.4317
"AGO",0.7958,0.6723,0.5644,0.4974,0.4198
"AGO",0.794,0.6587,0.566,0.4958,0.4267
"AGO",0.804,0.6666,0.5689,0.4967,0.4311
"AGO",0.7893,0.6634,0.5589,0.5056,0.4259
"AGO",0.8,0.6617,0.5644,0.5067,0.4424
"AGO",0.7997,0.6647,0.5681,0.5185,0.4255
"AGO",0.7903,0.6572,0.5556,0.4956,0.4203
"AGO",0.7939,0.6673,0.5714,0.5102,0.4276
"AGO",0.8003,0.6613,0.559,0.4995,0.4246
"AGO",0.7962,0.6643,0.5578,0.5114,0.4322
"AGO",0.796,0.6685,0.5647,0.5076,0.4391
"AGO",0.7968,0.6665,0.5618,0.4924,0.4445
"AGO",0.8011,0.6683,0.5684,0.5036,0.4407
"AGO",0.7943,0.6561,0.5519,0.4966,0.4237
"AGO",0.7935,0.6516,0.5548,0.5081,0.4406
"AGO",0.7988,0.67,0.5589,0.4862,0.4361
"AGO",0.8014,0.6701,0.5609,0.4907,0.4271
"AGO",0.7936,0.6692,0.5597,0.4872,0.4346
"AGO",0.7976,0.6696,0.5608,0.51,0.4326
"AGO",0.7887,0.6667,0.5598,0.4827,0.4346
"AGO",0.7963,0.6646,0.552,0.5038,0.4343
"AGO",0.7954,0.6687,0.5622,0.5036,0.4363
"AGO",0.8017,0.6679,0.5613,0.4874,0.4257
"AGO",0.7946,0.6657,0.5673,0.5013,0.4354
"AGO",0.7885,0.6624,0.5554,0.4976,0.4303
"AGO",0.7983,0.6622,0.5673,0.4997,0.4276
"AGO",0.7958,0.6702,0.562,0.4909,0.448
"AGO",0.7951,0.6657,0.5555,0.4932,0.4382
"AGO",0.7945,0.6691,0.5542,0.4804,0.4334
"AGO",0.7983,0.6598,0.5562,0.4919,0.4343
"AGO",0.799,0.6724,0.5662,0.4927,0.4323
"AGO",0.7957,0.6664,0.5744,0.4939,0.4301
"AGO",0.7957,0.6603,0.5636,0.5002,0.4245
"AGO",0.7948,0.6627,0.5637,0.5112,0.4277
"AGO",0.8006,0.659,0.5484,0.5038,0.4323
"AGO",0.7928,0.6711,0.5674,0.4959,0.4443
"AGO",0.7945,0.6652,0.559,0.4989,0.4373
"AGO",0.7948,0.6724,0.5514,0.4828,0.4304
"AGO",0.7881,0.6626,0.5647,0.5018,0.4378
"AGO",0.7922,0.6657,0.5717,0.5081,0.4335
"AGO",0.7911,0.6654,0.5663,0.5047,0.442
"AGO",0.797,0.6682,0.5521,0.4858,0.4234
"AGO",0.7934,0.6617,0.5633,0.4939,0.4411
"AGO",0.7961,0.6741,0.5599,0.4968,0.4465
"AGO",0.7979,0.6663,0.5684,0.4939,0.4329
"AGO",0.7947,0.6669,0.554,0.5025,0.4211
"AGO",0.8023,0.666,0.5583,0.5066,0.4214
"AGO",0.7952,0.6616,0.5515,0.4867,0.4381
"AGO",0.803,0.6804,0.5692,0.4976,0.441
"AGO",0.796,0.6554,0.5614,0.4973,0.4281
"AGO",0.7956,0.6666,0.5595,0.5057,0.4353
"AGO",0.7995,0.6655,0.554,0.5067,0.4375
"AGO",0.7945,0.666,0.5628,0.5132,0.4311
"AGO",0.7969,0.6729,0.5657,0.5131,0.4265
"AGO",0.7942,0.6666,0.5567,0.4908,0.4347
"AGO",0.7975,0.6683,0.5631,0.5078,0.4267
"AGO",0.789,0.6615,0.566,0.5066,0.4322
"AGO",0.7947,0.6655,0.561,0.4941,0.4337
"AGO",0.7965,0.6587,0.5684,0.5119,0.4258
"AGO",0.7969,0.6742,0.5618,0.494,0.4228
"AGO",0.7984,0.6707,0.5595,0.5044,0.4322
"AGO",0.7905,0.6643,0.5677,0.4958,0.4298
"AGO",0.7959,0.6718,0.5573,0.5002,0.4373
"AGO",0.7994,0.6732,0.5686,0.5133,0.4262
"AGO",0.7924,0.6685,0.555,0.4917,0.4338
"AGO",0.791,0.659,0.557,0.4986,0.4306
"AGO",0.798,0.668,0.5671,0.5019,0.437
"AGO",0.7951,0.676,0.5776,0.5048,0.4453
"AGO",0.8039,0.6625,0.5631,0.5074,0.4305
"AGO",0.7959,0.6763,0.5578,0.4821,0.4394
"AGO",0.8007,0.6665,0.5577,0.4987,0.4238
"AGO",0.7933,0.6633,0.5733,0.5038,0.4325
"AGO",0.7945,0.657,0.5553,0.5098,0.4412
"AGO",0.7961,0.6624,0.563,0.5042,0.4377
"AGO",0.794,0.6556,0.566,0.505,0.4201
"AGO",0.8003,0.6718,0.5653,0.5019,0.4458
"AGO",0.7987,0.6732,0.5608,0.4924,0.4352
"AGO",0.7914,0.6666,0.5659,0.5133,0.4342
"AGO",0.7991,0.6794,0.5649,0.5075,0.4391
"AGO",0.7953,0.6577,0.5507,0.4768,0.4307
"AGO",0.7983,0.6743,0.5658,0.5055,0.4364
"AGO",0.8029,0.6671,0.5735,0.5137,0.4338
"AGO",0.796,0.662,0.5553,0.4827,0.4271
"AGO",0.7993,0.6634,0.5633,0.4957,0.4358
"AGO",0.7972,0.6574,0.5537,0.4979,0.4398
"AGO",0.7926,0.6569,0.558,0.505,0.4311
"AGO",0.8034,0.6728,0.5665,0.5055,0.4368
"AGO",0.7942,0.6479,0.5508,0.4949,0.4245
"AGO",0.7978,0.6636,0.558,0.4996,0.4432
"AGO",0.796,0.6607,0.5531,0.5066,0.4401
"AGO",0.7986,0.6776,0.5562,0.4937,0.4276
"AGO",0.795,0.6563,0.5792,0.5088,0.4303
"AGO",0.7978,0.6609,0.5643,0.5007,0.4155
"AGO",0.792,0.6744,0.5646,0.4954,0.4392
"AGO",0.7961,0.6619,0.5631,0.4954,0.4304
"AGO",0.7906,0.669,0.5689,0.5052,0.4357
"AGO",0.7944,0.6633,0.5696,0.4968,0.438
"AGO",0.7994,0.6666,0.557,0.4852,0.4373
"AGO",0.7981,0.6617,0.5521,0.4841,0.4291
"AGO",0.7955,0.6728,0.5648,0.4977,0.4396
"AGO",0.8044,0.6658,0.5806,0.4923,0.4221
"AGO",0.7952,0.6675,0.5663,0.4963,0.4328
"AGO",0.7902,0.6629,0.5699,0.4984,0.4338
"AGO",0.7939,0.6699,0.5561,0.4838,0.4405
"AGO",0.798,0.6675,0.5594,0.5004,0.4271
"AGO",0.789,0.663,0.5521,0.5058,0.4412
"AGO",0.7933,0.664,0.567,0.4908,0.4315
"AGO",0.7975,0.6657,0.5557,0.5093,0.4333
"AGO",0.8004,0.6636,0.5693,0.4969,0.4235
"AGO",0.7926,0.6673,0.5717,0.5015,0.4274
"AGO",0.7917,0.665,0.547,0.5017,0.4483
"AGO",0.794,0.6718,0.5433,0.48,0.44
"AGO",0.7893,0.6529,0.5548,0.4895,0.4359
"AGO",0.798,0.6504,0.5584,0.5147,0.4231
"AGO",0.7935,0.6676,0.5638,0.5015,0.4264
"AGO",0.79,0.664,0.5592,0.4914,0.4384
"AGO",0.8024,0.6583,0.58,0.5169,0.4212
"AGO",0.7884,0.6662,0.5684,0.5061,0.4457
"AGO",0.7967,0.6689,0.5598,0.5007,0.4407
"AGO",0.797,0.6599,0.5624,0.4996,0.4172
"AGO",0.7975,0.6758,0.5627,0.4955,0.4337
"AGO",0.7987,0.668,0.5536,0.5007,0.4324
"AGO",0.7966,0.6685,0.5575,0.4932,0.4325
"AGO",0.7973,0.6584,0.5685,0.5026,0.4382
"AGO",0.7953,0.6699,0.5624,0.5079,0.4348
"AGO",0.8058,0.6692,0.5658,0.5184,0.4236
"AGO",0.7954,0.6657,0.5532,0.4702,0.4387
"AGO",0.7963,0.6629,0.5641,0.4993,0.4309
"AGO",0.7917,0.6678,0.571,0.4902,0.4384
"AGO",0.7893,0.6566,0.549,0.5101,0.421
"AGO",0.7998,0.6713,0.5757,0.5111,0.4187
"AGO",0.7923,0.6647,0.5593,0.5029,0.4367
"AGO",0.8034,0.6651,0.5382,0.4804,0.4376
"AGO",0.7968,0.6719,0.5638,0.5013,0.4315
"AGO",0.8004,0.667,0.5536,0.5056,0.4262
"AGO",0.7949,0.6685,0.5694,0.5021,0.4416
"AGO",0.795,0.6612,0.5551,0.4949,0.4376
"AGO",0.7958,0.6642,0.5659,0.508,0.4379
"ALB",0.8715,0.7578,0.6639,0.571,0.4982
"ALB",0.8698,0.7624,0.6711,0.5755,0.4847
"ALB",0.8759,0.7555,0.653,0.5714,0.4895
"ALB",0.8725,0.7661,0.6589,0.5897,0.4869
"ALB",0.8728,0.7681,0.6574,0.5709,0.4984
"ALB",0.8728,0.7594,0.6629,0.597,0.4975
"ALB",0.8699,0.7615,0.661,0.5859,0.494
"ALB",0.8708,0.7616,0.6593,0.5736,0.4918
"ALB",0.8729,0.7642,0.6522,0.5742,0.4838
"ALB",0.8677,0.7655,0.6599,0.5875,0.4965
"ALB",0.866,0.765,0.6713,0.5781,0.5068
"ALB",0.8706,0.77,0.6511,0.5594,0.489
"ALB",0.8696,0.7526,0.6639,0.583,0.4807
"ALB",0.8734,0.775,0.6645,0.5776,0.4908
"ALB",0.8747,0.7581,0.6552,0.5784,0.4926
"ALB",0.8735,0.7708,0.6504,0.5684,0.4916
"ALB",0.8658,0.7514,0.6588,0.6011,0.4878
"ALB",0.8677,0.7571,0.6616,0.5824,0.4962
"ALB",0.8747,0.7718,0.6626,0.5852,0.4859
"ALB",0.8715,0.7707,0.6682,0.5886,0.5056
"ALB",0.8726,0.7703,0.6568,0.5775,0.4786
"ALB",0.8744,0.7643,0.6644,0.5838,0.4831
"ALB",0.8593,0.7625,0.6504,0.5759,0.4904
"ALB",0.8694,0.7685,0.6537,0.5716,0.4884
"ALB",0.8669,0.7566,0.6449,0.5757,0.4908
"ALB",0.8654,0.7616,0.6619,0.5694,0.4991
"ALB",0.8727,0.7631,0.6615,0.5761,0.4984
"ALB",0.8667,0.7563,0.6567,0.5876,0.4955
"ALB",0.8655,0.7593,0.6591,0.5696,0.4753
"ALB",0.865,0.7543,0.6557,0.5818,0.497
"ALB",0.8716,0.7575,0.6483,0.5773,0.4803
"ALB",0.8698,0.7689,0.6591,0.5829,0.491
"ALB",0.8737,0.764,0.6586,0.5916,0.4862
"ALB",0.8651,0.7501,0.6537,0.5788,0.4838
"ALB",0.8687,0.7571,0.6597,0.574,0.5014
"ALB",0.8698,0.7592,0.6518,0.5835,0.4902
"ALB",0.8732,0.759,0.6578,0.574,0.4909
"ALB",0.8703,0.7656,0.6594,0.5786,0.493
"ALB",0.8706,0.7551,0.6639,0.5699,0.4861
"ALB",0.8718,0.7602,0.6606,0.5752,0.4831
"ALB",0.87,0.7672,0.6686,0.575,0.4974
"ALB",0.8701,0.7691,0.6617,0.5843,0.4893
"ALB",0.8779,0.7519,0.6593,0.5938,0.4797
"ALB",0.8732,0.7695,0.6459,0.5707,0.4968
"ALB",0.868,0.7592,0.6646,0.5866,0.4891
"ALB",0.8664,0.7732,0.653,0.5687,0.4909
"ALB",0.8664,0.7658,0.6539,0.5741,0.4866
"ALB",0.8625,0.767,0.6506,0.5666,0.488
"ALB",0.8649,0.7672,0.659,0.5722,0.5001
"ALB",0.8688,0.7646,0.6581,0.5775,0.4871
"ALB",0.8663,0.7538,0.6473,0.579,0.4833
"ALB",0.8674,0.7668,0.6614,0.5853,0.4994
"ALB",0.8654,0.7693,0.6558,0.5777,0.4885
"ALB",0.8678,0.7701,0.6564,0.5647,0.5108
"ALB",0.871,0.757,0.6518,0.5704,0.4937
"ALB",0.873,0.7571,0.6664,0.5767,0.4892
"ALB",0.8682,0.7605,0.6624,0.5845,0.4909
"ALB",0.8679,0.7619,0.6653,0.5869,0.4756
"ALB",0.8686,0.7681,0.6653,0.5716,0.4917
"ALB",0.8698,0.7587,0.6682,0.5762,0.4868
"ALB",0.8618,0.77,0.6532,0.5561,0.5026
"ALB",0.8726,0.7756,0.6534,0.5741,0.4933
"ALB",0.869,0.7572,0.6617,0.5794,0.4961
"ALB",0.8659,0.7671,0.6633,0.5774,0.4927
"ALB",0.866,0.7627,0.6523,0.5789,0.4854
"ALB",0.873,0.7599,0.6561,0.5678,0.4985
"ALB",0.8764,0.7609,0.6676,0.5794,0.4853
"ALB",0.8685,0.7576,0.6579,0.5739,0.4937
"ALB",0.8685,0.7587,0.6695,0.5751,0.4798
"ALB",0.8682,0.7662,0.6654,0.5818,0.4859
"ALB",0.8685,0.7703,0.6588,0.5804,0.4836
