"country","code","region","income","pop","gdp_pc_ppp","poorest_share","poorer_share","middle_share","richer_share","richest_share","cases_richest","cases_richer","cases_middle","cases_poorer","cases_poorest","notif_richest","notif_richer","notif_middle","notif_poorer","notif_poorest","untreated_richest","untreated_richer","untreated_middle","untreated_poorer","untreated_poorest","oop_treated_richest_und","oop_treated_richer_und","oop_treated_middle_und","oop_treated_poorer_und","oop_treated_poorest_und","nm_treated_richest_und","nm_treated_richer_und","nm_treated_middle_und","nm_treated_poorer_und","nm_treated_poorest_und","ind_treated_richest_und","ind_treated_richer_und","ind_treated_middle_und","ind_treated_poorer_und","ind_treated_poorest_und","total_treated_richest_und","total_treated_richer_und","total_treated_middle_und","total_treated_poorer_und","total_treated_poorest_und","oop_untreated_richest_und","oop_untreated_richer_und","oop_untreated_middle_und","oop_untreated_poorer_und","oop_untreated_poorest_und","nm_untreated_richest_und","nm_untreated_richer_und","nm_untreated_middle_und","nm_untreated_poorer_und","nm_untreated_poorest_und","ind_untreated_richest_und","ind_untreated_richer_und","ind_untreated_middle_und","ind_untreated_poorer_und","ind_untreated_poorest_und","total_untreated_richest_und","total_untreated_richer_und","total_untreated_middle_und","total_untreated_poorer_und","total_untreated_poorest_und","oop_richest_und","oop_richer_und","oop_middle_und","oop_poorer_und","oop_poorest_und","nm_richest_und","nm_richer_und","nm_middle_und","nm_poorer_und","nm_poorest_und","ind_richest_und","ind_richer_und","ind_middle_und","ind_poorer_und","ind_poorest_und","total_richest_und","total_richer_und","total_middle_und","total_poorer_und","total_poorest_und","oop_treated_richest_d","oop_treated_richer_d","oop_treated_middle_d","oop_treated_poorer_d","oop_treated_poorest_d","nm_treated_richest_d","nm_treated_richer_d","nm_treated_middle_d","nm_treated_poorer_d","nm_treated_poorest_d","ind_treated_richest_d","ind_treated_richer_d","ind_treated_middle_d","ind_treated_poorer_d","ind_treated_poorest_d","total_treated_richest_d","total_treated_richer_d","total_treated_middle_d","total_treated_poorer_d","total_treated_poorest_d","oop_untreated_richest_d","oop_untreated_richer_d","oop_untreated_middle_d","oop_untreated_poorer_d","oop_untreated_poorest_d","nm_untreated_richest_d","nm_untreated_richer_d","nm_untreated_middle_d","nm_untreated_poorer_d","nm_untreated_poorest_d","ind_untreated_richest_d","ind_untreated_richer_d","ind_untreated_middle_d","ind_untreated_poorer_d","ind_untreated_poorest_d","total_untreated_richest_d","total_untreated_richer_d","total_untreated_middle_d","total_untreated_poorer_d","total_untreated_poorest_d","oop_richest_d","oop_richer_d","oop_middle_d","oop_poorer_d","oop_poorest_d","nm_richest_d","nm_richer_d","nm_middle_d","nm_poorer_d","nm_poorest_d","ind_richest_d","ind_richer_d","ind_middle_d","ind_poorer_d","ind_poorest_d","total_richest_d","total_richer_d","total_middle_d","total_poorer_d","total_poorest_d","cc_treated_richest","cc_treated_richer","cc_treated_middle","cc_treated_poorer","cc_treated_poorest","oop_treated_richest","oop_treated_richer","oop_treated_middle","oop_treated_poorer","oop_treated_poorest","cc_untreated_richest","cc_untreated_richer","cc_untreated_middle","cc_untreated_poorer","cc_untreated_poorest","oop_untreated_richest","oop_untreated_richer","oop_untreated_middle","oop_untreated_poorer","oop_untreated_poorest","cc_richest","cc_richer","cc_middle","cc_poorer","cc_poorest","oop_richest","oop_richer","oop_middle","oop_poorer","oop_poorest"
"Fiji","FJI","WPR","UMIC",928784,16032.25741,0.084,0.129,0.168,0.0023,0.6168,18.5143755413098,22.3344247770599,26.8446057546598,30.44061080849,35.9007421532001,-8.40381420783001,-10.1377632665099,-25.04508229456,-25.1948656588102,-21.26749996737,26.9181897491386,32.4721880435711,51.889688049219,55.635476467294,57.1682421205801,-1357.15987032998,-1129.544846973,-1978.519006705,-1666.177246084,-1489.87573905701,-7429.70269811992,-7141.40362528013,-14414.65348865,-13145.4577639069,-9401.81519264495,-4956.13575185393,-4008.83987204102,-5532.36631851102,-3410.24333659699,-1500.68513388799,-13742.9983203099,-12279.7883442999,-21925.5388138702,-18221.8783465798,-12392.3760655901,4204.6638588105,3576.9940281645,4066.1423176655,3645.1451349295,3978.362819432,24107.9947920332,23078.1127719191,29762.402817025,28900.894525371,25215.212859613,16341.8018241144,13023.9546651782,11440.102675281,7535.838009848,4055.183629996,44654.460474958,39679.061465262,45268.647809972,40081.8776701479,33248.759309041,2847.50398847999,2447.449181192,2087.623310961,1978.96788884501,2488.48708037502,16678.29209391,15936.70914664,15347.74932837,15755.43676146,15813.39766697,11385.666072262,9015.114793138,5907.73635677004,4125.59467325197,2554.49849610799,30911.4621546501,27399.27312097,23343.1089961098,21859.9993235602,20856.38324346,-1138.77063633301,-954.362619410007,-1453.9095143356,-1223.84733360009,-1095.0963132302,-6322.83198997797,-6072.007598917,-10595.67974997,-9662.17356625095,-6913.91773797601,-4241.09961485595,-3416.149896455,-4070.45125873701,-2510.83460355201,-1106.0285308825,-11702.70224117,-10442.5201147799,-16120.04052304,-13396.8555034039,-9115.04258208803,2708.67925590593,2303.86090010282,2604.8999608084,2314.9110961234,2467.5362347565,15521.9460226876,14862.2521135712,19059.805105198,18350.398774192,15635.332621736,10522.6806598353,8389.2337403526,7328.78784062171,4786.5763248526,2515.54527626639,28753.3059384292,25555.3467540267,28993.492906627,25451.886195168,20618.414132759,1569.90861957398,1349.49828069302,1150.99044647301,1091.063762523,1372.43992152601,9199.11403270904,8790.24451465404,8464.12535522797,8688.22520793998,8721.41488376004,6281.58104497998,4973.08384389704,3258.336581885,2275.74172129997,1409.516745384,17050.6036972601,15112.8266392401,12873.4523835902,12055.0306917699,11503.3715506701,-2.50539236439698,-3.28674600960198,-9.66458553728501,-12.526893510861,-14.56365469963,-0.1069469850272,-0.117458635336501,-0.3419297575211,-0.505127846425694,-1.76050185584,8.0355045585089,10.5526664723018,20.030815542902,27.67400133651,39.1505579864699,0.346902888388227,0.37835088539199,0.70881664311595,1.1161042176695,4.731055716331,5.53011219411201,7.265920462699,10.366230005617,15.14710782564,24.58690328684,0.239955903361,0.260892250055502,0.366886885594898,0.610976371243801,2.97055386049101
"Gabon","GAB","AFR","UMIC",2538952,21509.52279,0.084,0.108,0.157,0.0023,0.6487,531.020470009098,640.585296330006,769.944151410513,873.083049591296,1029.68792705621,-1561.583298668,-1883.7829360969,-1919.3306580116,-1943.3122412417,-1636.5634785484,2092.6037686771,2524.3682324271,2689.2748094221,2816.395290833,2666.2514056046,-294621.337820441,-251874.323583281,-181988.17344457,-153797.87594104,-138122.83299881,-749633.501904501,-718826.725794099,-590620.1166248,-543506.802548699,-388237.41213183,-1691632.9762432,-1340819.0583657,-743720.1990261,-461219.50679278,-203396.25662609,-2735887.8159682,-2311520.1077431,-1516328.4890955,-1158524.1852825,-729756.5017567,393736.95394578,337235.2193683,255559.0983058,223840.79251415,225165.85600218,1006658.85930055,962602.806494701,825577.527668741,785830.0097268,630028.763524801,2265278.0648357,1794405.6431046,1042154.5183595,669931.43334531,331376.12246684,3665673.8780819,3094243.6689676,2123291.144334,1679602.2355863,1186570.7419938,99115.6161253396,85360.8957850104,73570.92486123,70042.9165731203,87043.0230033798,257025.357395999,243776.080700602,234957.411044098,242323.207178101,241791.351392899,573645.088592499,453586.584739,298434.319333401,208711.926552501,127979.8658408,929786.062113792,782723.561224505,606962.655238695,521078.050303802,456814.240236998,-186794.92883496,-159751.38006538,-115468.63781952,-97604.9467645101,-87599.75459576,-475786.245278649,-456067.594874969,-374634.6025004,-344705.69600173,-246169.930128329,-1072694.8868174,-850252.551394099,-471770.59795999,-292670.64982145,-129037.5446546,-1735276.060931,-1466071.5263345,-961873.838279899,-734981.292587699,-462807.229378698,238692.63361348,204453.80254308,154005.3281356,134303.14919721,133193.02995763,610462.80262029,583772.45438872,497701.03337301,471619.18424011,372793.79367714,1373142.28107622,1087805.23338385,628088.649092371,402011.19078839,196077.64041472,2222297.71731,1876031.4903156,1279795.010601,1007933.5242257,702064.464049501,51897.7047785297,44702.4224776998,38536.6903160801,36698.2024327,45593.2753618695,134676.557341602,127704.859513801,123066.430872599,126913.4882384,126623.8635488,300447.394258797,237552.6819898,156318.0511324,109340.540966999,67040.0957601201,487021.656378999,409959.963981196,317921.1723211,272952.2316381,239257.234670803,-432.0207971974,-549.739758890699,-634.856431369499,-820.148308183103,-999.680994574897,-24.054441188328,-26.141021540627,-30.870093070543,-45.41213458651,-150.87464733803,578.97137468822,736.74071202828,889.454858890949,1188.7295779264,1628.9775047577,32.235224855887,35.045189770187,43.247807661775,65.786111403808,245.54760083167,146.950577490799,187.000953137598,254.5984275216,368.581269743307,629.296510182801,8.18078366756004,8.90416822956001,12.37771459123,20.3739768173,94.6729534936494
"Ghana","GHA","AFR","LMIC",34427414,8027.168423,0.084,0.096,0.148,0.0022,0.6698,10373.828365275,12514.24811803,15041.35702611,17056.242116122,20115.619695215,-16200.0916338948,-17035.300379112,-16958.584177944,-16474.179927383,-14085.4597842467,26573.9199991699,29549.5484971428,31999.941204055,33530.422043504,34201.079479462,-7346258.8709884,-5523251.7424636,-3921951.2434241,-3162378.5918276,-2885572.5957797,-15979932.2202147,-13290667.6126628,-10599651.9478579,-9386086.9094759,-6810257.07911281,-18417978.472952,-12664998.7486171,-6863956.0985699,-4117814.6832036,-1840215.7496559,-41744169.564155,-31478918.103744,-21385559.289852,-16666280.184507,-11536045.4245484,12078758.8777249,9566356.1979238,7359055.5088019,6404303.5581961,6977954.82387,26084745.2075584,22977120.9293765,19985030.3958797,19064232.114708,16461193.426944,30007250.3474222,21876282.2933335,12907102.7472064,8308192.3287511,4429299.8491911,68170754.432705,54419759.420633,40251188.651888,33776728.001656,27868448.100004,4732500.0067365,4043104.4554603,3437104.2653778,3241924.9663686,4092382.2280902,10104812.987344,9686453.31671399,9385378.44802201,9678145.20523301,9650936.34783098,11589271.874471,9211283.544716,6043146.648636,4190377.6455476,2589084.0995352,26426584.868551,22940841.316891,18865629.362036,17110447.817149,16332402.675455,-4666656.7110759,-3506080.4905302,-2488080.4393331,-2006617.0213778,-1831574.7607153,-10140866.0385555,-8436516.8714804,-6730695.7967952,-5957849.4781872,-4322591.696392,-11686065.0394981,-8037988.7869475,-4356721.7031652,-2612226.0688506,-1167791.58643711,-26493587.789129,-19980586.148958,-13575497.9392935,-10576692.5684155,-7321958.0435444,7168638.7058696,5643314.0173227,4304883.8626489,3720262.5897179,3994730.2601617,15481228.6364395,13556029.755455,11691642.4224718,11073730.6265739,9423368.5512,17809591.9467169,12905639.9665334,7550426.8306004,4826377.6165093,2535968.8696294,40459459.289026,32104983.739311,23546953.115722,19620370.832801,15954067.680991,2501981.9947936,2137233.5267925,1816803.42331591,1713645.5683401,2163155.4994464,5340362.597884,5119512.883974,4960946.6256762,5115881.148387,5100776.854808,6123526.90721899,4867651.1795857,3193705.1274351,2214151.5476588,1368177.2831923,13965871.499897,12124397.590353,9971455.17642799,9043678.264386,8632109.637447,-7582.2834480614,-8667.93241068409,-9684.57969626541,-10975.0661063098,-11258.9416197082,-1235.72797141271,-1190.08296570051,-1280.03123838353,-1639.7808174909,-3178.3466518617,12435.5792380193,15033.5036289308,18271.4418499271,22343.199050547,27336.475391781,2030.97490437559,2067.70194236921,2416.2287527825,3340.9922021369,7727.4276339222,4853.2957899577,6365.571218246,8586.86215366199,11368.132944237,16077.533772073,795.2469329629,877.6189766687,1136.1975143991,1701.2113846461,4549.08098206051
"Guinea","GIN","AFR","LMIC",14754785,4579.101873,0.084,0.131,0.173,0.0023,0.6097,8258.0354853941,9961.906192476,11973.598916084,13577.538367019,16012.940970744,5365.72969051519,-5058.2606878736,-5490.915012885,-5136.45733340509,-4454.3049146343,2892.30579487882,15020.16688035,17464.5139289693,18713.9957004248,20467.245885378,2340918.8270945,-1561055.3809121,-1204160.5112048,-936929.358250402,-869398.9382258,2954610.7347858,-2262084.7689156,-1954726.53107329,-1644813.0117036,-1219959.6649905,7014392.210353,-4236664.60988289,-2504767.6385801,-1453611.6103975,-657305.4245164,12309921.772234,-8059804.759711,-5663654.680859,-4035353.9803517,-2746664.0277327,1272027.10245045,4647192.53671112,3835164.76362283,3421477.731631,3984612.1867261,1598569.93245107,6621526.85909854,6175557.83486712,6000256.493294,5562853.9633586,3618271.01375339,12713987.1488449,8087021.9436677,5323334.6195191,3049833.8475903,6488868.04865492,23982706.5446544,18097744.5421578,14745068.8444442,12597299.997675,3612945.9295449,3086137.1557991,2631004.252418,2484548.3733806,3115213.24850021,4553180.6672368,4359442.0901828,4220831.3037938,4355443.4815904,4342894.2983681,10632663.224107,8477322.5389614,5582254.3050876,3869723.0091216,2392528.4230739,18798789.820889,15922901.784944,12434089.861299,10709714.864092,9850635.969942,1104470.3086305,-1211930.3766059,-922032.253919501,-718045.89504,-665447.073167639,1392330.4919118,-1748417.533344,-1494756.6146165,-1260434.7021153,-933033.373304201,3323843.9030769,-3302376.1998826,-1927860.6133213,-1115395.1638698,-504853.159915379,5820644.70361899,-6262724.1098327,-4344649.4818573,-3093875.761025,-2103333.6063874,832388.521409477,2866117.93031705,2332357.32755471,2049850.27084635,2335343.5077052,1047575.83489165,4084244.60906891,3756592.14930953,3594871.1891867,3260456.8489001,2375344.2214621,7846581.40046568,4920418.16902263,3189486.47405576,1787263.10181941,4255308.57776324,14796943.9398516,11009367.6458868,8834207.9340888,7383063.4584246,1936858.8300399,1654187.5537111,1410325.0736353,1331804.3758063,1669896.4345375,2439906.3268035,2335827.0757249,2261835.534693,2334436.4870714,2327423.4755958,5699188.124539,4544205.2005831,2992557.5557013,2074091.310186,1282409.941904,10075953.281382,8534219.830019,6664718.16402951,5740332.1730638,5279729.85203731,1660.6983414596,-1646.5353290635,-2008.1749442685,-2359.612097781,-2895.4213029326,350.36379263996,-302.03842404894,-358.276399072581,-448.119025572631,-954.3539967406,896.78132747454,4888.16938748098,6384.2967327299,8596.2916695812,13301.520430325,185.490429548339,896.083020662385,1138.36404936099,1633.28838105,4387.3414187909,2557.4796689341,3241.6340584174,4376.1217884614,6236.6795718002,10406.099127393,535.8542221883,594.04459661345,780.08765028842,1185.1693554773,3432.9874220502
"Gambia","GMB","AFR","LIC",2759988,3445.251592,0.084,0.116,0.157,0.0022,0.6408,1197.1822278955,1444.1954228326,1735.8341280609,1968.3601094128,2321.4247965416,962.910454039999,-614.447837227301,-715.635827316899,-661.644759218701,-576.339326721301,234.271773855556,2058.6432600598,2451.46995537773,2630.00486863157,2897.7641232629,457354.793131649,-211311.010807561,-174174.1095586,-134408.75241665,-124950.06085966,523298.4587296,-261469.317335339,-246548.815058121,-206782.62975872,-152772.75739528,1293651.3452518,-542544.228828799,-344195.55767293,-194463.15722481,-88922.80336258,2274304.5971131,-1015324.5569718,-764918.482289601,-535654.539400211,-366645.62161752,117767.29081624,705637.637097129,595316.354347265,533645.93786643,628357.88609262,125241.182553912,883946.299472147,847250.79468661,822266.25055472,771301.93429992,296330.652876725,1804745.40520588,1171809.14135721,771152.53440051,445600.50742573,539339.126246876,3394329.34177516,2614376.29039109,2127064.72282166,1845260.32781829,575122.08394789,494326.62628958,421142.24478867,399237.18544978,503407.82523296,648539.64128352,622476.98213681,600701.979628489,615483.620796001,618529.17690464,1589981.9981286,1262201.176377,827613.58368428,576689.37717569,356677.70406316,2813643.72336,2379004.7848034,1849457.8081015,1591410.1834214,1478614.7062008,228923.82701831,-171770.35588561,-137470.62857094,-106092.85733296,-98665.1351784701,263097.30548194,-213553.39800351,-194903.93806873,-163425.96920332,-120866.29965886,650939.852272,-441013.04601335,-271499.75907946,-153556.35444016,-70156.925066883,1142960.9847723,-826336.799902501,-603874.32571914,-423075.18097644,-289688.35990421,81279.3213435961,438411.849409129,364632.960339673,321452.241959846,370197.80533819,86777.8447076815,549365.804848333,518956.657999805,495430.94707532,454520.90942221,206651.813708295,1121804.62486174,717907.692301669,464642.61542609,262557.13535564,374708.979759573,2109582.27911921,1601497.31064116,1281525.80446126,1087275.85011605,310203.1483619,266641.49352353,227162.33176873,215359.38462688,271532.67015972,349875.15018962,335812.40684482,324052.71993108,332004.977872,333654.60976336,857591.665980339,680791.5788484,446407.93322222,311086.26098594,192400.21028876,1517669.9645319,1283245.4792167,997622.984921999,858450.623484829,797587.490211841,350.46565295208,-235.38749523942,-304.54723354213,-342.91720650261,-398.66454327912,85.8056413168101,-50.43431120578,-63.10104045298,-76.2538030006401,-146.57385253643,84.8734917033429,788.652178700785,1042.67821941586,1362.43567209541,2004.52018116078,21.0407152240209,169.080624669703,216.439053409496,303.264177556209,737.14057932193,435.33914465543,553.26468346137,738.13098587373,1019.5184655929,1605.8556378816,106.84635654083,118.64631346392,153.33801295652,227.01037455558,590.566726785501
"Equatorial Guinea","GNQ","AFR","UMIC",1892516,17566.76003,0.064,0.106,0.152,0.223,0.455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Guatemala","GTM","AMR","UMIC",18406359,14368.66012,0.046,0.093,0.14,0.214,0.507,416.896026980698,502.913691778598,604.4713449833,685.444112149999,808.3921996688,249.4424378449,242.914616598799,18.6662816192984,18.6136812028999,15.7624454926008,167.453589135814,259.99907517975,585.80506336407,666.830430947181,792.6297541762,134193.091567431,94419.1383789899,5543.79370706994,4550.01461440977,4320.22250524024,477198.157471303,367886.4344033,21892.6624005996,19332.0165985003,14996.6934655011,410892.126953803,262932.549292702,10899.2471410986,7162.48645367008,3067.99163644994,1022283.3759925,725238.122074999,38335.7032487988,31044.5176666006,22384.9076071978,92181.934828897,99313.104803394,159445.17320777,152121.31962671,193241.0199574,322382.288095991,396462.422866373,716536.986449391,739687.978668921,744665.176676199,283378.321710857,287123.557226378,349417.11030164,243711.17545881,152232.04247184,697942.544635746,782899.08489614,1225399.26995881,1135520.4737545,1090138.2391054,226375.02639633,193732.24318238,164988.96691485,156671.334241119,197561.24246265,799580.445567399,764348.857269701,738429.648850098,759019.995267399,759661.870141599,694270.448664598,550056.106519002,360316.357442699,250873.661912441,155300.03410829,1720225.92062829,1508137.2069711,1263734.9732076,1166564.991421,1112523.1467126,65357.7486666702,42726.6178072002,-10728.3881071499,-9001.05082388967,-8051.85913655022,232954.037908301,165398.3803511,-49752.8926778007,-45315.8369580004,-31958.8888216987,199935.1564482,117844.127779499,-24183.4347827602,-14498.6649420895,-6512.31827321998,498246.943023197,325969.125937797,-84664.7155677974,-68815.5527240001,-46523.0662315004,59593.4456873287,64221.0448043333,101801.58498911,95474.5297827901,117092.93831611,208453.047081765,256577.669252783,457357.65638455,464240.9453745,451245.400513729,183241.63893484,185743.06234807,223054.97285846,152985.00155694,92230.38561223,451288.131703933,506541.776405182,782214.21423213,712700.476714229,660568.7244421,124951.194354,106947.66261153,91073.1968819597,86473.4789589001,109041.07917955,441407.084989998,421976.049603902,407604.7637068,418925.108416498,419286.511691999,383176.795383099,303587.1901276,198871.538075699,138486.33661485,85718.0673389998,949535.0747272,832510.902343005,697549.498664398,643884.923990197,614045.658210501,104.21807204813,111.45700775405,9.8585154984994,11.6280260454005,12.2922608932004,12.9805617665879,11.629741025155,1.00345351570991,1.37758227466998,3.0428236738403,70.2013683018271,118.965142017049,306.81809708229,419.43377492401,619.411023078601,8.6874543751318,12.2835015041219,30.796117233203,47.634108870503,150.64110181871,174.41944034996,230.422149771101,316.676612580801,431.061800969401,631.703283971798,21.66801614172,23.913242529277,31.7995707489101,49.0116911451801,153.68392549255
"Indonesia","IDN","SEAR","UMIC",283487931,16448.27552,0.079,0.118,0.154,0.21,0.439,621141.68919285,749301.12021434,900613.8892971,1021256.82691578,1204439.62987386,114962.21235452,65248.2352059707,23490.9145152597,23341.7273600297,19791.87176276,506179.476838333,684052.885008363,877122.97478183,997915.09955575,1184647.7581111,20666561.1793799,8808355.13726103,2141203.90845603,1519489.66303796,1842985.46571201,71781917.4335198,33794253.3579001,8846119.70371985,6961153.40671992,6397878.31981993,98837747.2218299,35386216.7515502,5749604.16562986,4387432.05142105,1925684.89658499,191286225.83473,77988825.2467003,16736927.7778101,12868075.12117,10166548.6821198,100006440.475161,95791732.8416869,86866599.094783,82304550.080994,104055394.160017,309245395.071113,332073293.137987,342385863.46924,352577101.994574,355739900.83667,422629397.053793,376543525.456383,263252504.685179,184562854.035131,114848636.128953,831881232.600064,804408551.436054,692504967.2492,619444506.1107,574643931.12564,120673001.654541,104600087.978947,89007803.003239,83824039.744032,105898379.625729,381027312.50463,365867546.49588,351231983.17296,359538255.40129,362137779.15649,521467144.27562,411929742.20793,269002108.85081,188950286.08656,116774321.025538,1023167458.43479,882397376.68277,709241895.02701,632312581.23188,584810479.80775,4547659.156587,-1335492.14093596,-3345216.14650804,-2909355.995646,-2363361.63406,18225278.5717201,-2976611.02447009,-13054127.28581,-12340721.629529,-8102895.60767496,25222976.2269402,-5056703.85391998,-10636407.568916,-6012175.53283596,-2677618.23476198,47995913.9552498,-9368807.01932001,-27035751.0012398,-21262253.15801,-13143875.4765,62421148.5215822,59382605.2370759,52737577.172852,49433654.005094,61132381.139516,193216636.822788,206014316.26334,207964157.426572,211840754.581867,209041858.768857,264089828.456447,233599299.488989,159882800.35901,110846516.600329,67470896.825592,519727613.800817,498996220.989406,420584534.95844,372120925.187293,337645136.73397,66968807.6781691,58047113.096139,49392361.026344,46524298.009447,58769019.505456,211441915.3945,203037705.23887,194910030.14077,199500032.95233,200938963.16119,289312804.68339,228542595.63506,149246392.7901,104834341.067492,64793278.59083,567723527.756071,489627413.97008,393548783.9572,350858672.02928,324501261.25747,37717.86885899,23099.85868773,9667.09608059004,11800.1147112404,13453.3297550599,2577.44867490329,1325.2873314343,518.488078598995,771.38304706398,2253.26239665499,166713.359388899,242870.906795163,358120.329462069,508046.13178526,812229.3373087,11415.3055366982,13958.033652809,20412.5006538006,32989.8402302369,132959.172863903,204431.22824789,265970.7654829,367787.42554266,519846.24649651,825682.667063761,13992.7542116011,15283.320984244,20930.9887324,33761.223277301,135212.43526056
"India","IND","SEAR","LMIC",1450935791,11158.88092,0.082,0.142,0.175,0.219,0.382,184823.003307901,222957.3152624,267980.988455299,303878.740041599,358385.4595006,131004.355054202,-36184.5843567997,-59016.8260261007,-57222.3048013002,-48959.6629178207,53818.6482536984,259141.899619235,326997.81448139,361101.04484301,407345.1224184,30392835.6812601,-6129176.97693992,-6838316.79051995,-5628807.62131,-5179097.72387004,70057970.9238501,-15108321.9198895,-20577783.2100201,-18063063.9435697,-12960228.4573002,105968234.5629,-18656024.2997208,-16883595.3386297,-9707798.89654994,-4421700.85074103,206419041.167999,-39893523.1966,-44299695.3391705,-33399670.4614401,-22561027.0319195,13521423.2097361,44066228.812696,39286828.441564,36229611.8032579,43530641.77545,28256952.4335455,109104517.145449,110848620.80405,110770976.28643,106062724.68284,42325108.7870323,136256390.269489,94158938.235907,63808582.39566,37757609.555977,84103484.430314,289427136.22764,244294387.48152,210809170.48535,187350976.014271,43914258.8910003,37937051.8357599,32448511.6510501,30600804.1819398,38351544.0515802,98314923.3573895,93996195.2255697,90270837.5940199,92707912.3428602,93102496.2255507,148293343.34993,117600365.969769,77275342.8972802,54100783.4991097,33335908.70524,290522525.5984,249533613.031099,199994692.142399,177409500.023911,164789948.982351,15497549.88955,-6994495.92189002,-6537082.16872108,-5343169.32881308,-4896503.95526505,36016724.6734099,-17268091.6961799,-19150742.6443501,-16812069.58429,-12122507.3329,54509794.4829407,-21485502.71313,-15948481.73245,-9299504.76686001,-4208251.47300702,106024069.04591,-45748090.3311996,-41636306.5455198,-31454743.6799498,-21227262.7611604,8592982.8455734,27812304.4145896,24346809.524693,22138891.873096,25946013.919318,17963032.185613,68867603.466721,68694142.602394,67690934.3152599,63227596.6168201,26894507.5999427,86030749.063388,58359971.72096,38999869.742,22506391.787039,53450522.6311292,182710656.944699,151400923.84804,128829695.93036,111680002.32318,24090532.7351198,20817808.4927001,17809727.3559701,16795722.5442799,21049509.9640501,53979756.8590202,51599511.7705402,49543399.9580402,50878864.7309699,51105089.2839298,81404302.0828905,64545246.3502698,42411489.9884996,29700364.9751499,18298140.3140299,159474591.67704,136962566.613501,109764617.302521,97374952.2504101,90452739.5620098,35318.7628589398,-10360.8022446199,-19552.0362845501,-24746.5365817007,-30894.0261136396,4036.98005490203,-1002.433971558,-1837.66753202997,-2503.992265812,-6690.74066234007,14542.4862839059,74108.821760924,108302.92448521,156090.8891146,256884.18443171,1675.85176933142,7255.7995081693,10265.928456289,15834.288473313,55699.0094246101,49861.24914284,63748.0195163097,88750.8882006602,131344.3525329,225990.158318099,5712.831824233,6253.365536611,8428.26092425897,13330.296207501,49008.26876227
"Iran","IRN","EMR","UMIC",91567738,18441.55775,0.07,0.117,0.16,0.22,0.433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
