uid,nhits,chi,eta,j1A0,j2A0,j3A0,j4A0,musTB,multiplier,phiS,pR,pT,rho,sageA15,sigma,t,theta,zeta
a05bf9dde917af29fb9aae5bffae9da6,8,0.101684127570786,0.959871711854026,0.821675416348461,0.597937710194503,0.859638666106706,0.198430797625392,0.112040266075255,0.725684564670495,0.0394338574712428,0.798848227323748,0.00038529929462084,0.0445506373541679,0.887784315532577,0.000425322957794509,0.66478777065802,0.0771131752534645,1.26121116116478
f434c4d3c810bad424eb66d2d02bde13,8,0.170177791467232,0.979466468123697,0.109938084808699,0.00511107054787263,0.515130817444913,0.203055683553449,0.106033368715108,1.54917387228117,0.032799012318738,0.712340050729258,0.000408370415334063,0.0316920490311317,0.887185397763497,0.00038291866121836,0.82615202068692,0.0998956082881575,1.42216338871647
86c3499c066b84d6d50f95f4f6a96d64,8,0.129616225931805,0.909400017037875,0.37002218886133,0.32590420762695,0.32960350509632,0.229282103702699,0.131777719078768,1.22826740311915,0.0453866740760272,0.832269238908326,0.000339640100759887,0.0277635556188201,0.956575148106462,0.000860070259178484,0.942404499252226,0.102679771399284,0.483887807795001
451aa57856e70f8f70cf10d8d8fdf0b2,8,0.12541776606872,0.845394583208044,0.599703638672859,0.232380461478007,0.886875772442521,0.180628660750425,0.159705168010033,0.0980364253682029,0.0337169972704381,0.739445975070823,0.000426493746933074,0.0485973046333153,0.726818530739615,0.000794346252496039,0.693954961385743,0.0743875420181185,1.4923208069765
96e7961e003d8222d1750058baf544c8,8,0.162606112846608,0.856795983351749,0.361819497340937,0.107107469822924,0.707765392383376,0.4084136274893,0.145076300576738,1.06099855197676,0.0373886555779107,0.630059927876487,0.000374243735468511,0.0671051730886266,0.720328409345143,0.000698497566249385,0.664384611548645,0.0743702179510237,1.5766272031467
e1e051a324bd2198c8d93c027f619823,8,0.11098896612711,0.890956895249252,0.132846535087104,0.388692744414062,0.643961358539185,0.148988356299573,0.113611202046852,1.30685580023075,0.0305920833144795,0.768424753992436,0.000312865939073497,0.0478854581949215,0.965012852923346,0.000566220173754009,0.91512835522735,0.0798788060682725,0.520152300310062
4ee760353b102a985d719b06272d63a1,8,0.119538089524705,0.937299681676686,0.931678325752796,0.696821602946455,0.603143275738232,0.209163855277048,0.142082742128487,1.75011594023958,0.0444064672161253,0.62969632133865,0.000263998969388192,0.0536381995856298,0.894105613473448,0.00107607710387118,0.666689088607102,0.10869357466735,1.22140348155489
d36b7b2324dffd1bcf225c1830742062,8,0.120913901687414,0.929324377652586,0.0104346745972083,0.719770208650186,0.328753061844447,0.173348705366062,0.148273968829821,0.0518810934745604,0.0446211219613884,0.786913755002692,0.000382430871345236,0.0616835611804778,0.897879176952124,0.000737059656036935,0.765059795959396,0.0841952230510581,0.966217416141252
5c0047fdfa18e73dda41ac1e29b7b7ae,8,0.101754236798874,0.790115788320717,0.0879669169843991,0.983345948646944,0.281743196630217,0.337554921998071,0.126849524088135,1.31985948292432,0.0317885365377793,0.77107162356859,0.000282797214970062,0.0520559648139436,0.787869565956252,0.000990904704448172,0.729621970293987,0.109372618150228,1.3737080844396
b2e9a04cc7bafdbb78d09dbe53ee4fcb,8,0.185836220119647,0.789994196413585,0.627064559069507,0.294609130494612,0.521677495140278,0.275994309680451,0.0960824679415403,0.84637944574411,0.0380482754970659,0.728936602617456,0.000423125039360466,0.0416904610595092,0.929183184552089,0.000706611515111449,0.693482662518756,0.0806937651905038,1.581588650579
5ee7fd2651ed1fdc2ac0354970bd4668,8,0.136899464850678,0.798715251668894,0.214325185394435,0.6688377685641,0.945779796341427,0.409245727808957,0.163261553985273,0.486496584845067,0.0257862831325833,0.78817921719064,0.000335655670950289,0.0470863606510843,0.594947336534411,0.000845960316395739,0.937166925593973,0.0932494876786913,1.211210396938
