uid,nhits,chi,eta,j1A0,j2A0,j3A0,j4A0,musTB,multiplier,phiS,pR,pT,rho,sageA15,sigma,t,theta,zeta
ec5bae1c0aefe2b479d9583a95056aa4,8,0.110872348916335,0.867084906026519,0.330602880895227,0.728163893656319,0.59450173728834,0.632030770820013,0.107939893666279,0.672924803630637,0.0260655493861111,0.723288027878435,0.000349184896098737,0.0125952743033414,0.0787066732751812,0.000913252860439836,0.695035925820186,0.0699872065695473,1.23851852847214
90ccb796a0888c95699d9029748a6297,8,0.122760815161861,0.807195195053411,0.922925330078544,0.371159785144726,0.473034195998387,0.527836171697808,0.167013245732011,1.03748521480495,0.0435713831091957,0.827771225817615,0.000275496061973387,0.0192763038614867,0.034560962660837,0.000497782179751496,0.651241604409224,0.0908640019708569,1.21498827600898
6a2159c84bd8f81613a4f6c1b9518bee,8,0.141996498816005,0.795161024108555,0.946985559126992,0.131392441796488,0.757220931114049,0.407497100871482,0.112533336561753,0.229144112180463,0.0331095967028369,0.762828340434588,0.000269688563864923,0.021454642695922,0.068514103098739,0.000330748158779267,0.666032208197645,0.097022429755245,1.12637224310083
98f1778fa23f2db7cc878e9aafceddd8,8,0.13925646527929,0.629068206519403,0.640225141745691,0.544951302956547,0.163171217543808,0.463035957510154,0.00999725688910617,1.684736888353,0.0340913577736868,0.685430977727143,0.000290383610340945,0.019956133638744,0.171870780120366,0.00028096309625846,0.821108164045082,0.0698864792066068,1.25196998860765
a19b02cd677e1ff77c5401f5ba2f6957,8,0.110227151850428,0.933813563429639,0.980353787699834,0.340859630853417,0.227659217921139,0.183648717869619,0.151607363246163,0.493998281352179,0.0459257152589147,0.739277882081005,0.000344228541077255,0.00650688802728607,0.0112574032778629,0.000757377044755315,0.706406258077956,0.0965176975986937,1.50641271519878
2e3323c53f880638cf57f2541217d1aa,8,0.108005938433385,0.581734861209137,0.523861665099907,0.450567215081554,0.139335730253069,0.622232290260625,0.0373698457265577,0.775714489081506,0.0351032008464998,0.693813585527357,0.000161363645258723,0.0358387467180932,0.125807803542067,0.00072671213975371,0.994545543913884,0.0901909963368977,0.229727049198513
57a374e0e16c86295c99813fbc575061,8,0.14452926512626,0.929504049518727,0.737363904930963,0.292817852107983,0.4658397312242,0.529521152207699,0.0852590824369661,0.553564050731292,0.0271196496650563,0.743781072810029,0.000344044827676106,0.0152469678808933,0.0802702479670412,0.00106285431470097,0.874315401540898,0.0722129065884749,0.785572358206528
59590557b0fb7fc1923d8026bd028376,8,0.146848883136428,0.958261925478131,0.0703429621331195,0.0444283077632152,0.333014565651606,0.609433307296046,0.142087326351576,0.166482053962035,0.0399009487765245,0.819295291406858,0.000362098550502272,0.0140953645907098,0.0508701633932193,0.000243029878941156,0.756790830625226,0.097567701981027,0.784570441008988
4609d12e1c9d0fcf1856372185a75202,8,0.131357364974737,0.548521279102487,0.0663937500133248,0.118327373695741,0.852972652759866,0.689724660013619,0.085659534090136,0.309242374313713,0.0258561259410603,0.701142798523574,0.000235644580565336,0.0216935779533717,0.0654029342026547,0.000758063389051285,0.821095501349058,0.0974100687921487,0.468537945596868
38787832402b0f27ed54aba85b0d9a01,8,0.192218929567973,0.903854815403305,0.65908606703614,0.755655923328184,0.840705399402472,0.411960458112016,0.121922120782608,0.778525126037927,0.0373699052591324,0.806333706084128,0.000324768610911125,0.0188672133060897,0.0700658012239211,0.00059484544160887,0.712995045322082,0.110112812642534,0.359080198031718
