uid,nhits,chi,eta,j1A0,j2A0,j3A0,j4A0,musTB,multiplier,phiS,pR,pT,rho,sageA15,sigma,t,theta,zeta
0f1d83815512ff4d2438ef146c8532e2,8,0.10117716106049,0.927483285290982,0.00380884220684974,0.541292100040112,0.26193835607711,0.379240098657619,0.0353318848671812,0.619531600766986,0.0348767178149695,0.764340708077049,0.000185621571139976,0.0559593225899427,0.465531628334155,0.000725825043282054,0.96772822493507,0.0797757533774746,1.32123760375661
d864074c7ca0c56159f875dfcac42a04,8,0.108370093300804,0.973233264599392,0.690136616017587,0.0607878270713092,0.0475283214882674,0.374665846553429,0.0290899690730425,0.792125706164481,0.0296970347683664,0.831091701859576,0.000225441706096942,0.0330616199059698,0.805873062948333,0.000610383661389755,0.642104125610358,0.105599531746212,1.61819649235613
b4225ab4bdb14fd1e8c73af4a1d3c832,8,0.117339399903302,0.99136669466077,0.281468925868086,0.764766831693825,0.800199666153537,0.47039180921692,0.0242361415431433,0.275039697309976,0.0286727084799612,0.762329667961496,0.000181296004280545,0.0579054927899843,0.953822552765487,0.000523863554753021,0.990432518432739,0.107116733655062,1.28629275862365
0118f3dab42b87e8e20d7a1685b6864e,8,0.103451178802597,0.848411698192603,0.550824642640243,0.557559248193335,0.273582381010107,0.876653332134974,0.0584230791247046,1.36474067553517,0.0386486439210467,0.729111185741618,0.000159129766909141,0.0688375012390534,0.377752263926487,0.000952590533129076,0.718915146604308,0.0931508619440718,0.720104532060175
566906a5f12f9b26322178d60599a077,8,0.102717116801979,0.886344535911288,0.654242207605618,0.990097890800492,0.41426854027389,0.350284127794693,0.0384801789867496,1.1743319153497,0.0308175589597051,0.710127541194161,0.00022978263826864,0.031073940761431,0.988978790959826,0.00101906886075117,0.706362583145701,0.0986224068144332,1.59035817943158
fb5a304d0f062deb620cb36b322e2b90,8,0.136247011171064,0.957693129725301,0.770949718449556,0.0841442370348822,0.473006913351796,0.298083276752905,0.0192629170210781,1.5609996676297,0.0342440715147739,0.821076804093532,0.00020472007725568,0.0430432290774161,0.76808729781935,0.000626136835579354,0.793018101523364,0.0973714201203114,1.36284409064358
8e63b4ae878c535f65e56332385ee04a,8,0.102460223272691,0.987594182186878,0.431237366227365,0.316642830489385,0.0273058825572234,0.275073099553034,0.00997556371729537,1.77601274144315,0.043086567558249,0.753795877289278,0.000208511201698091,0.0243935825122922,0.720239550584777,0.000944283853512113,0.724673648533094,0.106403679435347,1.01489359400655
357730b0cde13e7ccf6e6e74df003ad4,8,0.105573070540873,0.787767537045411,0.496234416453126,0.147851564035621,0.939794266735587,0.326875416095582,0.0228900869800434,1.79624421965017,0.0267903867077668,0.824465070160462,0.000164816446718527,0.0567478624787937,0.860961829320268,0.000391015898826773,0.759163488899388,0.103337934237409,0.885579326891855
ea48d4918abd2c6ce7d8df3ea43aaf2d,8,0.126287195025848,0.989695174916283,0.00460625854646102,0.465817386230457,0.575820557441792,0.323969890560184,0.0497570603363701,1.84293406294869,0.0436488867062936,0.694769809211276,0.000210732022978204,0.0411708852835615,0.652112547369567,0.00101433869485733,0.953173268833429,0.100079367048935,1.87599299369015
cc7ee09e1d59262387d1f4251c2b0464,8,0.143799152501222,0.937489377118727,0.316801434809096,0.788275118781346,0.380940436521521,0.567311350863743,0.0263254468792875,0.48364499622753,0.0257047686102123,0.61860342764151,0.000193624433239818,0.0568236829758299,0.75229639924654,0.000143663635474456,0.952590264655151,0.108299092605789,1.80950171781935
