uid,nhits,chi,eta,j1A0,j2A0,j3A0,j4A0,musTB,multiplier,phiS,pR,pT,rho,sageA15,sigma,t,theta,zeta
3cfe9bb30d453996ec761962e90a776c,8,0.180760725783998,0.590835032846662,0.0477887431215426,0.827379369391899,0.125949388904025,0.982867953046233,0.112567352818806,0.796436898106243,0.0268249999014564,0.828007886712923,0.000345607655954191,0.0243052284047992,0.933792995127154,0.000338297438100877,0.673801737704279,0.0832982739580052,1.22438376889773
4c35ad80bc56f06ad831f2b635526baf,8,0.163185252040732,0.586653085738051,0.240997735180016,0.657073291990656,0.905230746430838,0.519163516195306,0.0568743173797714,0.353002735850959,0.0430795295528883,0.631953091046192,0.000303748782208565,0.0126737819918411,0.63335334187913,0.000599263047602942,0.77785467074812,0.078774805983485,0.526663690957535
20b2a67ab7c740244c4b17cffdb0e302,8,0.179147159406452,0.529754802526543,0.720187946922961,0.61050577452759,0.203519235895484,0.589043437934489,0.0956659089837332,1.89916630046757,0.0262656302608426,0.650261134358349,0.000323969216819138,0.0152115216095249,0.88294458332247,0.000719387164686263,0.788351421665379,0.0795096694629856,0.899233132216499
3d8aefac8572b22b5e0f491e563e4c17,8,0.179051798155617,0.522664666332928,0.359943279998586,0.830191002899956,0.207740847836094,0.42523292178633,0.0850806711104961,1.49416173524618,0.030262421165234,0.640119831316735,0.000333985203606545,0.0105858868892289,0.738394524612777,0.000432089724052292,0.75796642547214,0.0870300056570504,0.781301104676487
708d98d0bb773357c7c2ccb5bfc56233,8,0.202375363901564,0.909216337727769,0.843498468306994,0.3885855979621,0.590743029460359,0.257747550847387,0.130740842463619,1.65571119136082,0.0283958655284698,0.783666402545145,0.000350990401707219,0.0148896804891705,0.845381360542168,0.00023159680047712,0.7301777291866,0.0992246808722896,0.49016131442269
8cb66883615487123f839883d900ee2d,8,0.247159546419665,0.783135649908141,0.0810416140292278,0.0683645504102049,0.733929980935166,0.639345398502835,0.117607378966193,1.58947990621986,0.0458702686676368,0.820744854981586,0.000367186834351534,0.0168817873811839,0.764738814036043,0.000696408957393357,0.881072306001818,0.0934240149312535,1.1222260081158
73bc74bf1137c547ed87e3375be135dc,8,0.18507824661347,0.797665576168844,0.416214827595344,0.75654264781696,0.0218742013465004,0.446962426934223,0.0948886856886356,0.905600259742304,0.0293289344031763,0.607131923333757,0.000289357593915011,0.0220460255378154,0.816134527388321,0.000888565144266282,0.823282603300681,0.0769553746688109,0.513888622587476
417d1f379bdb54769342ec5298b704aa,8,0.200875630236469,0.681020455292177,0.848429958671434,0.0582901367359719,0.229238760483277,0.289544797265878,0.00978501701270287,1.61255727503655,0.0418609788466118,0.745776319006644,0.000326780470872502,0.0150054175871018,0.850771021529901,0.000624803720358562,0.656541461091139,0.0764372374488811,0.360851813289231
9c418351fe995bc36a4128c140db66cf,8,0.133084005711506,0.670470533088083,0.976529480326571,0.992309805402303,0.784764960687625,0.306068516386829,0.0597303986366018,0.0745376778425125,0.038895736254047,0.671693233898896,0.000219506867018343,0.0279967401002668,0.594758578432207,0.000679590348954558,0.656853426054011,0.0910352460221338,0.475681418685505
903b4d2b6fd61ae78e09ba1d92de7917,8,0.235337246069869,0.558938386121585,0.85483717401488,0.233744421785934,0.48821768569065,0.855031944242439,0.0294318297977333,1.26473231353426,0.039675706158683,0.631491574415965,0.000232173755345569,0.0358563425202125,0.894642601202102,0.000427604728926127,0.943286671858231,0.0709763590872055,0.329312062883044
1f6bd4e2f3cc0679a11c17bf3b81affc,8,0.139632037867713,0.320526646377571,0.523466635657601,0.18483646837034,0.393652428641867,0.344374401620011,0.0416123039762323,1.01376264052523,0.0449462533016942,0.623365741374655,0.000257455443703942,0.00993110278882536,0.971009639867099,0.000224792674610279,0.926380662937329,0.0804610331453926,0.433043418633833
d2a3da6cccf91f497a1d2976d5fa782d,8,0.150730236484453,0.454912177385852,0.787632798565593,0.743048209901659,0.821388700122651,0.539941732590304,0.0334230591055505,1.01687770371385,0.0318264106649271,0.740863344549623,0.00021939617643103,0.0214630015975769,0.850436817218094,0.000855610226992329,0.783470451923678,0.0753551497775541,0.963789521465092
e73eb3c8693d82769a07b03048a42e35,8,0.242616502913996,0.686700681855043,0.910114581570635,0.194585047262115,0.335152746985242,0.476156626643719,0.0695076949560733,1.28742731691595,0.0303156978837133,0.786434641745419,0.0003315892968957,0.01348571931634,0.742810846624386,0.000439085919392885,0.712279618109245,0.103134277500671,0.444318746869795
3951c23f0353e668caab552d7709521e,8,0.180660012855403,0.776393965392031,0.35539785913428,0.396918045189506,0.216121227201965,0.378447546440317,0.13197356734659,0.136697171883993,0.0319275353268004,0.78792703548968,0.000350973351433628,0.0172059132142685,0.501580803252728,0.000569646873612548,0.747407482517181,0.0851574805853166,0.733101859768148
808e979cc78826181d9122f978273701,8,0.243196872935864,0.552270818591483,0.388931368048121,0.584485471365607,0.213463816797063,0.450179363378974,0.0465652557510264,0.798740578556611,0.0457070895561571,0.638187851306061,0.000313037803673307,0.0103111838387924,0.720732763182292,0.000627293585564205,0.892923023969807,0.107511301387394,0.963819449654751
5b7fe2de249b5859a758929e67733650,8,0.14521691126058,0.719721594502979,0.548435344970254,0.311099243394804,0.946483166826759,0.580761453481726,0.0986267863832161,1.60004542447137,0.0452204481406718,0.779478444732158,0.000261513624435841,0.0111105951621458,0.736412152081458,0.000655307732321339,0.955796153874281,0.102095835114645,0.58014942689856
