uid,nhits,chi,eta,j1A0,j2A0,j3A0,j4A0,musTB,multiplier,phiS,pR,pT,rho,sageA15,sigma,t,theta,zeta
76e4b9cda32d40ec2b350172b15623b7,8,0.21438244863875,0.560562012473563,0.109918847419493,0.410856401834599,0.30268164202939,0.6593793589051,0.0271653462241467,1.78723849152683,0.0399551206565499,0.816687837500722,0.000205116290174076,0.0625309721865507,0.818519067271109,0.000796147190840245,0.632076151124156,0.0911192525645619,1.0848906733619
419328e05ce449263606f5e7098bf4ed,8,0.199252823049719,0.908552483636475,0.310597505398927,0.3114278248571,0.419314463024887,0.328437330999706,0.0397124273675221,1.28530713065052,0.0426969737738037,0.772789369992589,0.000230893455707353,0.0449247533435681,0.928780625446011,0.00112215550073832,0.979347111412203,0.0998140318914721,1.33921585545573
ee9ea8de3c04ebde0b63c835043496bf,8,0.171525598535484,0.850942434859707,0.650715431522609,0.270944398556346,0.392340206083044,0.263938272808497,0.107416406085789,0.673126731174022,0.0266505295104019,0.700715395171069,0.000274909761197978,0.0460061047240207,0.707601118394044,0.000809049181269965,0.682204540750306,0.0972994980915991,0.949680726657298
5582641c02384ec48fb85a6cba919097,8,0.201444895468877,0.780876046313983,0.634562872895331,0.214043524144817,0.728531240870704,0.226575816121082,0.0463471602119899,0.838376223681594,0.0429337178959282,0.693308258428669,0.000250727907121197,0.0608310789243125,0.737542163880271,0.000904191461982212,0.626379736487679,0.0785583976393007,1.30460282750371
7cd06e565d1ae2789f968ecbccb9fc26,8,0.165596126040881,0.67299122046205,0.346063847718452,0.522873513207819,0.806616804680808,0.233720601104039,0.0562036853575445,0.860025027193516,0.0434205420745919,0.641164134465036,0.00018521355777264,0.0602153104363287,0.573155677147186,0.00057996046218833,0.818257216382817,0.101377140227425,1.23823625172508
8e582a2a54e54ddd6bb86b3dbc586900,8,0.192887355964768,0.795470349467263,0.0643443533719469,0.550721381613608,0.981529988969817,0.241936593674524,0.0790252943674135,0.101616064641695,0.0411803080509992,0.795429386707358,0.000254995181877412,0.0601323023477269,0.799872227483155,0.00112247216313798,0.969254935503526,0.101481735908629,1.66067127527351
8d69fbf11b3feecb90ce453073c00c8b,8,0.18952361517008,0.720778278837685,0.142940026612932,0.884931047532865,0.66915462482397,0.27585765663584,0.0527918565216742,1.3285369989915,0.0290373636746209,0.772486975599959,0.000243073061865364,0.0497725855431341,0.665414370012921,0.000212589669397588,0.87836888606235,0.0911905952621716,1.5163179731965
277e3ae0e914c3a7311fe3ffe302ac16,8,0.17904180224827,0.930759938444613,0.542279259842985,0.196340140066202,0.986757882048533,0.188821684810682,0.00462702353370399,1.43458857069872,0.0363496982524277,0.769100051788358,0.000241607697493192,0.0282245503624969,0.940138791520105,0.000962513994976257,0.737105627425133,0.0971950888787163,0.847200673386438
4b0935cf3ca5a367f4e57eab83dfeb72,8,0.149711575652174,0.795514878634753,0.0232972607967916,0.431689795031579,0.351896923700372,0.218398734091469,0.124804281622288,0.23326011100992,0.0324428183743901,0.664754216271664,0.000281503001468345,0.0483184376101948,0.647129203847603,0.000905777268698103,0.818563112392132,0.0925140741660305,1.36641980023832
bdf18cb43994f2068e02024733926c86,8,0.242759441169629,0.960223549698054,0.214915418015204,0.458572472398399,0.564655255601392,0.334437448725717,0.100549589537763,0.774243753033439,0.0413963439217696,0.756197579660062,0.000299631461520024,0.049433477704567,0.639230620151302,0.00038576570681724,0.75885931865468,0.105164254934364,1.62523408723189
26c52d9a4e0df5c56bf9ebffbf8a4032,8,0.145208240560104,0.957217100029128,0.359665592717219,0.713503190530087,0.046309801904358,0.255462238696534,0.0748056131738967,0.348140270802249,0.0444130955550699,0.642466134351181,0.000231968207077935,0.0609941898981551,0.806213390486523,0.000715007262823883,0.999155860630455,0.0860454608150422,1.1333250241472
