"country","year","xVXa","xSES","xRISK","xHIV","xTB","xtype","xcause","yVXa","ySES","yRISK","yHIV","yTB","ytype","ycause","fn","age_from","age_thru","value","lo","hi","err","name","type"
"GAB",2021.5,"all","all","all","all","aTB","stock",NA,"all","all","all","all","aTB,sTB","stock",NA,"x/y",15,99,0.504,0.361,0.797,0.218,"TB_subclinpr_15_99","ratio"
"GAB",2023.5,"all","all","all","all","sTBcount","count",NA,"all","all","all","all","all","stock",NA,"1e5*x/y",0,14,137.4,75.6,206.1,65.25,"TB_inci_0_14","inci"
"GAB",2023.5,"all","all","all","all","sTBcount","count",NA,"all","all","all","all","all","stock",NA,"1e5*x/y",15,99,714.7,402.8,1039.5,318.35,"TB_inci_15_99","inci"
"GAB",2023.5,"all","all","all","all","sTBcount","count",NA,"all","all","all","all","all","stock",NA,"1e5*x/y",0,99,505,318,733,207.5,"TB_inci_0_99","inci"
"GAB",2023.5,"all","all","all","all","sTBTcount","count",NA,"all","all","all","all","all","stock",NA,"1e5*x/y",0,14,31.8,25.44,38.16,6.36,"TB_notif_0_14","inci"
"GAB",2023.5,"all","all","all","all","sTBTcount","count",NA,"all","all","all","all","all","stock",NA,"1e5*x/y",15,99,413.9,331.12,496.68,82.78,"TB_notif_15_99","inci"
"GAB",2023.5,"all","all","all","all","sTBTcount","count",NA,"all","all","all","all","all","stock",NA,"1e5*x/y",0,99,268,214.4,321.6,53.6,"TB_notif_0_99","inci"
"GAB",2023.5,"all","all","all","all","TBdead","count",NA,"all","all","all","all","all","stock",NA,"1e5*x/y",0,99,139,84,208,62,"TB_deaths_0_99","inci"
"GAB",2021.5,"all","all","all","HIV1,ART1","all","stock",NA,"all","all","all","all","all","stock",NA,"x/y",0,99,0.019,0.017,0.024,0.0035,"HIV_prev_0_99","ratio"
"GAB",2021.5,"all","all","all","ART1","all","stock",NA,"all","all","all","HIV1,ART1","all","stock",NA,"x/y",0,99,0.54,0.46,0.69,0.115,"HIV_artcov_0_99","ratio"
"GAB",2023.5,"all","all","all","HIV1,ART1","sTBcount","count",NA,"all","all","all","all","all","stock",NA,"1e5*x/y",0,99,150,61,278,108.5,"TB_newhivinf_0_99","inci"
"GAB",2023.5,"all","all","all","HIV1,ART1","TBdead","count",NA,"all","all","all","all","all","stock",NA,"1e5*x/y",0,99,62,25,115,45,"TB_morthiv_0_99","inci"
