"country","year","xVXa","xSES","xRISK","xHIV","xTB","xtype","xcause","yVXa","ySES","yRISK","yHIV","yTB","ytype","ycause","fn","age_from","age_thru","value","lo","hi","err","name","type"
"GNQ",2021.5,"all","all","all","all","aTB","stock",NA,"all","all","all","all","aTB,sTB","stock",NA,"x/y",15,99,0.504,0.361,0.797,0.218,"TB_subclinpr_15_99","ratio"
"GNQ",2023.5,"all","all","all","all","sTBcount","count",NA,"all","all","all","all","all","stock",NA,"1e5*x/y",0,14,53.9,30.8,77,23.1,"TB_inci_0_14","inci"
"GNQ",2023.5,"all","all","all","all","sTBcount","count",NA,"all","all","all","all","all","stock",NA,"1e5*x/y",15,99,449.8,258.4,650.7,196.15,"TB_inci_15_99","inci"
"GNQ",2023.5,"all","all","all","all","sTBcount","count",NA,"all","all","all","all","all","stock",NA,"1e5*x/y",0,99,274,175,396,110.5,"TB_inci_0_99","inci"
"GNQ",2023.5,"all","all","all","all","sTBTcount","count",NA,"all","all","all","all","all","stock",NA,"1e5*x/y",0,14,31.9,25.52,38.28,6.38,"TB_notif_0_14","inci"
"GNQ",2023.5,"all","all","all","all","sTBTcount","count",NA,"all","all","all","all","all","stock",NA,"1e5*x/y",15,99,329.2,263.36,395.04,65.84,"TB_notif_15_99","inci"
"GNQ",2023.5,"all","all","all","all","sTBTcount","count",NA,"all","all","all","all","all","stock",NA,"1e5*x/y",0,99,197,157.6,236.4,39.4,"TB_notif_0_99","inci"
"GNQ",2023.5,"all","all","all","all","TBdead","count",NA,"all","all","all","all","all","stock",NA,"1e5*x/y",0,99,63,45,85,20,"TB_deaths_0_99","inci"
"GNQ",2021.5,"all","all","all","ART1","all","stock",NA,"all","all","all","HIV1,ART1","all","stock",NA,"x/y",0,99,0.41,0.4,0.44,0.02,"HIV_artcov_0_99","ratio"
"GNQ",2023.5,"all","all","all","HIV1,ART1","sTBcount","count",NA,"all","all","all","all","all","stock",NA,"1e5*x/y",0,99,173,110,249,69.5,"TB_newhivinf_0_99","inci"
"GNQ",2023.5,"all","all","all","HIV1,ART1","TBdead","count",NA,"all","all","all","all","all","stock",NA,"1e5*x/y",0,99,49,32,70,19,"TB_morthiv_0_99","inci"
